model,NaCl_Percent,Rep,RAW_Temp,M_Temp,EC
model04,0.2,23,62.6,5430.0,246.0
model01,0.0,10,30.7,3055.0,50.0
model04,0.3,6,33.5,3043.0,220.0
model01,0.8,25,65.4,6080.0,494.0
model01,0.4,8,34.4,3276.0,259.0
model03,1.5,27,75.9,5726.0,856.0
model01,1.4,4,24.9,2483.0,459.0
model03,0.6,35,88.1,8331.0,513.0
model02,0.2,12,46.7,4365.0,201.0
model03,1.5,11,40.7,3431.0,579.0
model02,0.6,26,71.7,6064.0,440.0
model01,0.0,12,40.9,3856.0,52.0
model03,0.1,21,62.3,4797.0,165.0
model04,0.5,35,86.0,8095.0,478.0
model02,1.5,31,92.6,6531.0,1026.0
model02,0.0,19,51.5,5065.0,58.0
model03,1.9,35,79.5,7466.0,943.0
model04,1.4,18,50.1,4607.0,646.0
model02,1.3,22,62.8,5746.0,680.0
model04,2.0,29,72.7,6686.0,962.0
model03,0.9,24,61.8,5855.0,508.0
model03,1.5,23,59.8,5390.0,789.0
model01,1.3,23,62.0,5664.0,700.0
model03,0.6,4,26.0,2519.0,285.0
model02,0.0,14,41.6,4033.0,53.0
model01,0.8,13,43.0,4030.0,399.0
model01,1.0,32,92.4,8762.0,766.0
model04,1.5,15,40.4,3703.0,616.0
model04,0.0,5,25.2,2509.0,49.0
model03,2.0,17,51.9,4706.0,752.0
model04,0.8,30,80.0,7414.0,581.0
model03,0.5,28,74.1,6914.0,413.0
model01,0.3,4,24.3,2166.0,198.0
model01,1.5,1,25.5,2454.0,483.0
model01,0.9,4,25.7,2499.0,361.0
model02,0.1,12,43.2,4024.0,136.0
model03,1.5,35,87.0,7232.0,987.0
model02,0.4,14,43.3,4051.0,272.0
model02,0.8,11,43.3,3883.0,391.0
model03,1.3,21,63.3,4801.0,673.0
model02,2.0,23,61.9,5731.0,839.0
model01,0.0,30,73.6,6914.0,64.0
model02,0.8,14,43.3,4172.0,389.0
model04,0.6,33,88.1,7046.0,530.0
model04,0.6,13,41.4,3904.0,344.0
model04,1.6,1,25.4,2499.0,485.0
model03,0.1,32,85.0,7492.0,189.0
model03,0.9,31,85.9,5865.0,773.0
model02,0.1,16,52.8,4359.0,147.0
model04,1.9,30,70.9,6524.0,931.0
model01,1.3,35,82.2,6450.0,882.0
model01,2.0,32,82.3,7406.0,1038.0
model04,0.9,24,61.4,5683.0,524.0
model04,0.9,22,61.5,5529.0,522.0
model02,1.6,10,32.1,3187.0,562.0
model01,0.1,33,87.5,8009.0,204.0
model03,0.7,8,31.7,3050.0,327.0
model02,0.6,5,26.2,2572.0,288.0
model03,1.1,17,52.0,4660.0,518.0
model04,0.2,16,56.1,4628.0,221.0
model01,1.9,2,26.6,2604.0,554.0
model01,1.1,35,77.6,6781.0,709.0
model04,0.0,18,51.4,5045.0,57.0
model01,1.5,10,31.7,3055.0,563.0
model04,1.7,17,52.9,4830.0,734.0
model01,0.6,12,41.2,3859.0,342.0
model02,0.4,10,34.4,3313.0,249.0
model04,0.5,19,48.1,4731.0,340.0
model03,0.1,33,84.8,7673.0,186.0
model02,1.9,19,53.1,5002.0,747.0
model01,1.0,27,73.4,6987.0,642.0
model03,0.7,34,84.1,7305.0,610.0
model01,1.6,2,25.4,2514.0,493.0
model01,0.8,35,88.4,7527.0,681.0
model01,0.0,33,82.3,7664.0,68.0
model02,0.2,3,22.7,2273.0,153.0
model02,0.7,17,52.1,4771.0,401.0
model01,0.1,13,43.0,4051.0,143.0
model03,0.6,29,72.5,6843.0,446.0
model01,1.3,3,24.7,2480.0,439.0
model01,0.4,22,62.6,5603.0,339.0
model03,0.2,2,22.7,2259.0,154.0
model04,0.8,25,62.8,5979.0,485.0
model01,0.7,13,42.4,3966.0,370.0
model01,0.3,20,54.5,5014.0,274.0
model04,0.7,4,23.9,2314.0,312.0
model01,0.4,27,78.9,6965.0,385.0
model01,0.9,11,42.3,3833.0,429.0
model04,0.7,34,85.0,7406.0,633.0
model04,2.0,15,40.5,3804.0,679.0
model01,0.6,20,51.3,4853.0,376.0
model03,0.5,17,48.1,4523.0,335.0
model03,1.7,9,33.9,3245.0,561.0
model01,1.8,18,51.3,4782.0,733.0
model02,0.9,11,42.1,3746.0,407.0
model01,0.2,31,84.8,6075.0,293.0
model01,1.8,4,26.0,2526.0,532.0
model01,0.3,31,85.4,6850.0,354.0
model01,1.1,33,77.9,6808.0,712.0
model04,1.1,30,71.9,6686.0,674.0
model02,0.9,28,72.8,6413.0,674.0
model01,0.8,30,76.8,7076.0,570.0
model04,1.4,24,62.5,5886.0,726.0
model04,1.0,20,50.7,4681.0,532.0
model02,1.9,10,31.6,3099.0,569.0
model03,1.2,27,72.5,5669.0,686.0
model01,0.4,25,62.8,5855.0,343.0
model03,2.0,12,40.5,3749.0,629.0
model04,1.9,23,59.3,5585.0,829.0
model04,1.6,31,74.0,4339.0,773.0
model03,0.0,22,62.9,5790.0,61.0
model01,2.0,7,30.8,2936.0,596.0
model03,1.3,26,69.8,4660.0,734.0
model01,1.9,28,71.3,6506.0,926.0
model03,1.1,23,61.9,5775.0,574.0
model02,0.7,7,31.8,3020.0,327.0
model03,0.6,24,67.0,6102.0,418.0
model04,0.0,20,51.6,5029.0,56.0
model04,0.8,23,62.9,5790.0,487.0
model03,1.2,19,53.1,4635.0,559.0
model03,1.7,26,72.3,5712.0,839.0
model02,0.4,23,63.1,5751.0,329.0
model01,1.7,20,54.5,5186.0,726.0
model04,1.0,17,50.8,4561.0,539.0
model03,0.9,7,34.7,3205.0,386.0
model02,0.5,9,32.0,3130.0,276.0
model02,0.0,6,32.1,3043.0,51.0
model03,0.7,20,51.7,4827.0,402.0
model03,0.3,5,23.9,2345.0,189.0
model02,1.7,26,73.2,5968.0,840.0
model02,0.0,4,25.3,2546.0,49.0
model01,1.1,3,24.4,2420.0,396.0
model04,0.9,20,50.0,4801.0,471.0
model02,0.8,34,87.3,7846.0,627.0
model01,0.9,25,62.8,5906.0,532.0
model04,0.4,30,76.0,7122.0,381.0
model01,1.9,18,53.3,4845.0,773.0
model02,0.6,12,41.6,3930.0,334.0
model02,1.5,8,31.7,3094.0,542.0
model01,1.7,26,73.5,5921.0,892.0
model01,1.0,23,62.8,5845.0,583.0
model02,0.0,27,74.0,6808.0,63.0
model04,1.6,25,65.3,6202.0,821.0
model01,1.8,6,32.0,2936.0,583.0
model02,1.3,34,82.4,6653.0,822.0
model01,0.5,30,73.7,7130.0,429.0
model01,1.1,10,31.1,3025.0,417.0
model01,0.2,6,31.9,2938.0,177.0
model01,0.7,31,86.6,6481.0,648.0
model04,0.2,11,47.0,3784.0,202.0
model01,1.0,22,62.9,5860.0,586.0
model03,2.0,30,72.7,6972.0,901.0
model01,1.3,28,73.0,5529.0,809.0
model04,2.0,16,51.7,3789.0,790.0
model04,1.4,5,25.0,2499.0,460.0
model01,0.1,12,42.9,4042.0,142.0
model02,2.0,11,40.5,3689.0,644.0
model03,1.4,4,25.0,2490.0,449.0
model04,0.5,15,42.3,4060.0,318.0
model03,0.2,9,32.0,3066.0,168.0
model02,0.6,14,41.7,4002.0,332.0
model02,1.5,1,25.5,2543.0,454.0
model01,0.1,26,74.4,6365.0,183.0
model02,1.8,3,25.7,2572.0,517.0
model03,0.2,30,74.6,6607.0,260.0
model03,1.1,5,24.2,2377.0,387.0
model03,0.0,8,31.6,2979.0,51.0
model04,1.9,28,70.7,6389.0,919.0
model01,1.3,4,24.7,2483.0,438.0
model02,1.5,26,76.0,4226.0,865.0
model02,1.7,25,62.3,5984.0,778.0
model02,1.3,12,41.2,3821.0,540.0
model02,2.0,21,62.2,5057.0,836.0
model01,1.3,18,49.9,4554.0,622.0
model04,1.1,31,79.8,6091.0,739.0
model03,0.4,4,23.6,2290.0,219.0
model02,1.9,6,31.4,2928.0,569.0
model04,1.4,27,76.8,6070.0,880.0
model04,1.0,30,71.5,6726.0,631.0
model04,0.5,16,48.1,4042.0,334.0
model04,1.7,7,33.7,3060.0,578.0
model03,0.3,21,62.9,5274.0,288.0
model03,0.5,23,64.2,5932.0,369.0
model04,1.2,34,80.7,6283.0,764.0
model04,1.8,25,62.4,5875.0,851.0
model04,2.0,11,40.5,3706.0,687.0
model02,0.7,21,65.8,5565.0,447.0
model01,1.3,17,49.9,4442.0,614.0
model03,1.7,23,61.8,5692.0,758.0
model02,1.3,23,62.9,5937.0,676.0
model01,0.6,24,65.2,6146.0,424.0
model02,1.6,27,75.2,6191.0,929.0
model02,0.7,30,79.5,7645.0,501.0
model04,1.4,14,41.4,3848.0,583.0
model01,0.1,8,31.8,3004.0,130.0
model01,0.8,14,43.2,4128.0,401.0
model02,0.9,18,51.6,4760.0,460.0
model03,1.8,28,71.9,6614.0,864.0
model02,0.2,9,32.0,3104.0,171.0
model04,1.4,17,50.2,4568.0,634.0
model03,1.7,16,53.8,4131.0,680.0
model03,0.0,28,74.6,6972.0,64.0
model03,2.0,2,24.6,2364.0,542.0
model04,0.0,35,84.8,8262.0,65.0
model03,1.8,18,50.7,4760.0,708.0
model01,1.0,18,51.5,4790.0,542.0
model01,1.6,11,41.2,3579.0,638.0
model01,1.0,19,51.6,4790.0,532.0
model04,1.2,16,53.0,4039.0,575.0
model03,0.1,18,52.8,4849.0,148.0
model03,0.4,27,77.0,6699.0,369.0
model03,0.0,18,51.5,4775.0,57.0
model03,0.3,26,74.0,5870.0,310.0
model04,0.4,33,87.2,7906.0,400.0
model04,1.1,29,71.9,6640.0,667.0
model03,0.5,24,64.0,5995.0,366.0
model01,0.2,21,63.2,4929.0,246.0
model03,1.8,35,83.1,7937.0,955.0
model01,0.9,30,72.4,6474.0,700.0
model04,0.7,12,41.6,3848.0,371.0
model02,2.0,33,82.1,7673.0,1007.0
model03,1.0,34,87.7,8116.0,704.0
model04,1.9,15,40.7,3936.0,688.0
model01,1.4,2,24.9,2483.0,459.0
model04,0.2,18,56.6,5195.0,222.0
model03,1.2,24,63.3,5434.0,615.0
model02,1.3,14,41.1,3942.0,541.0
model01,0.3,24,64.3,5968.0,307.0
model02,1.7,32,83.8,7581.0,928.0
model03,0.6,23,66.9,5942.0,412.0
model04,0.2,26,74.5,5542.0,263.0
model04,1.5,24,60.6,5515.0,769.0
model01,1.2,14,44.4,4002.0,523.0
model01,1.7,32,84.6,7682.0,970.0
model03,1.1,35,79.3,7107.0,705.0
model02,1.1,21,61.4,4940.0,568.0
model02,1.3,15,41.0,3921.0,537.0
model02,0.4,13,43.3,4045.0,272.0
model01,0.4,28,78.7,6760.0,382.0
model02,0.8,23,65.0,6059.0,472.0
model03,1.3,29,69.5,5434.0,737.0
model01,1.1,5,24.4,2398.0,398.0
model04,0.2,1,22.6,2261.0,154.0
model02,0.8,3,23.5,2307.0,317.0
model01,1.3,2,24.6,2490.0,442.0
model02,1.4,24,64.3,5974.0,712.0
model04,2.0,7,31.1,2938.0,619.0
model02,1.2,23,63.9,5538.0,619.0
model01,0.3,25,64.2,5906.0,308.0
model01,0.5,26,73.5,6080.0,420.0
model03,0.4,16,52.4,4008.0,301.0
model01,0.0,3,24.0,2422.0,50.0
model03,0.6,6,32.8,2808.0,303.0
model03,0.1,24,62.0,5645.0,165.0
model02,1.1,20,52.3,4917.0,527.0
model01,0.7,11,42.4,3630.0,370.0
model04,0.6,18,50.0,4717.0,375.0
model01,1.5,4,25.5,2531.0,488.0
model04,1.2,23,62.7,5364.0,637.0
model04,1.6,10,31.9,3125.0,573.0
model01,0.5,10,31.8,3081.0,280.0
model01,2.0,31,82.1,6673.0,1023.0
model02,1.6,4,25.4,2560.0,486.0
model02,0.1,22,62.6,5717.0,166.0
model02,1.5,12,41.0,3755.0,610.0
model01,0.7,2,24.6,2389.0,307.0
model02,0.7,32,85.0,7138.0,613.0
model01,1.2,31,86.6,5860.0,807.0
model04,1.8,3,25.5,2470.0,546.0
model02,0.6,3,26.3,2587.0,286.0
model04,1.8,8,33.6,3224.0,600.0
model01,2.0,5,24.9,2427.0,545.0
model01,0.7,25,65.9,6174.0,460.0
model02,0.3,10,33.5,3221.0,216.0
model02,0.5,21,63.9,4944.0,362.0
model04,1.7,5,26.5,2633.0,529.0
model04,1.5,14,40.4,3700.0,617.0
model01,1.6,13,41.4,3732.0,634.0
model03,1.5,32,89.0,6713.0,991.0
model03,0.3,22,62.8,5659.0,290.0
model02,1.3,16,50.0,4375.0,596.0
model03,1.7,6,34.1,2798.0,549.0
model04,0.0,13,41.9,3966.0,53.0
model01,2.0,14,40.9,3798.0,667.0
model01,1.8,2,26.0,2499.0,529.0
model03,0.0,11,41.8,3557.0,53.0
model03,0.6,1,26.1,2454.0,283.0
model04,0.3,33,83.4,7608.0,344.0
model02,0.2,6,32.0,3002.0,171.0
model04,0.2,14,47.0,4300.0,205.0
model03,0.9,4,25.6,2533.0,350.0
model01,1.3,8,29.6,2979.0,504.0
model03,0.6,16,51.3,4182.0,363.0
model03,0.3,17,56.5,5033.0,273.0
model03,1.1,28,71.6,6673.0,643.0
model02,0.8,12,43.4,4070.0,390.0
model04,1.3,9,31.0,2987.0,493.0
model02,0.7,35,84.2,7627.0,615.0
model01,0.1,16,52.9,4649.0,150.0
model02,2.0,17,52.8,4948.0,761.0
model02,0.6,28,71.9,6808.0,440.0
model02,1.6,28,75.3,6407.0,220.0
model03,0.7,11,41.9,3321.0,355.0
model01,0.4,12,43.2,3981.0,282.0
model04,1.1,4,24.2,2396.0,394.0
model02,1.2,15,44.2,4033.0,499.0
model01,1.8,12,41.7,3895.0,661.0
model01,0.7,27,81.0,7739.0,532.0
model02,0.0,28,74.0,6987.0,64.0
model03,2.0,18,51.9,4746.0,752.0
model02,0.3,34,84.6,7876.0,336.0
model02,1.9,30,70.8,6726.0,890.0
model03,0.9,11,41.9,3351.0,401.0
model04,1.3,32,82.6,5896.0,871.0
model03,1.7,32,82.4,7355.0,918.0
model04,1.2,32,81.9,5968.0,754.0
model03,0.3,3,23.9,2319.0,188.0
model04,0.6,17,51.0,4589.0,372.0
model02,1.4,16,51.1,4365.0,633.0
model01,0.7,17,51.9,4728.0,411.0
model03,0.0,15,41.8,3999.0,54.0
model03,1.4,6,31.4,2808.0,481.0
model03,1.9,19,52.9,4948.0,735.0
model02,1.0,11,43.4,3755.0,449.0
model03,0.4,25,63.3,5845.0,335.0
model04,0.6,6,32.7,2969.0,317.0
model03,0.5,3,25.1,2437.0,256.0
model03,1.9,16,53.1,4232.0,735.0
model02,1.0,25,61.9,5865.0,553.0
model03,2.0,15,40.7,3810.0,637.0
model01,0.2,1,22.8,2269.0,158.0
model02,0.9,2,25.7,2580.0,347.0
model04,1.7,28,71.7,6822.0,878.0
model01,2.0,23,62.0,5765.0,863.0
model04,1.0,14,43.5,4116.0,473.0
model01,0.3,17,55.0,5022.0,274.0
model03,1.6,26,75.4,5053.0,963.0
model03,0.9,18,51.2,4663.0,464.0
model01,0.4,7,34.2,3192.0,261.0
model02,1.5,34,91.0,7338.0,1051.0
model02,1.1,9,31.3,3081.0,402.0
model03,1.5,18,50.4,4642.0,654.0
model04,1.9,32,79.8,7466.0,980.0
model03,1.4,8,31.4,2999.0,489.0
model03,0.5,11,42.2,3939.0,304.0
model03,1.3,3,24.8,2485.0,429.0
model03,1.9,3,26.2,2582.0,535.0
model04,0.9,10,34.7,3324.0,399.0
model01,1.6,4,25.4,2519.0,495.0
model04,2.0,35,82.8,7787.0,1043.0
model03,0.2,14,47.1,4326.0,202.0
model04,0.8,3,23.1,2240.0,328.0
model02,0.0,24,62.5,6064.0,60.0
model03,0.5,13,42.2,4030.0,305.0
model02,0.1,31,86.0,6914.0,193.0
model01,1.6,1,25.4,2487.0,488.0
model03,1.2,16,53.1,4122.0,553.0
model03,0.7,17,51.9,4652.0,394.0
model04,0.1,9,32.3,3071.0,123.0
model03,0.5,2,25.1,2393.0,2554.0
model03,1.4,3,25.0,2487.0,449.0
model03,1.1,19,51.9,4808.0,520.0
model04,1.5,3,25.5,2531.0,486.0
model03,1.4,20,50.4,4628.0,615.0
model01,1.3,15,41.2,3912.0,560.0
model01,1.8,34,81.8,7797.0,983.0
model01,0.5,29,73.7,7115.0,426.0
model04,0.0,15,41.7,4030.0,55.0
model01,1.6,8,32.0,3060.0,595.0
model01,0.3,26,73.7,5875.0,321.0
model03,1.0,28,72.3,6575.0,625.0
model01,0.3,21,64.6,6086.0,308.0
model01,1.6,7,32.0,3094.0,578.0
model03,0.8,21,64.1,5270.0,479.0
model02,1.0,32,90.6,8062.0,712.0
model02,0.0,23,62.4,5953.0,61.0
model02,0.4,27,78.3,6994.0,369.0
model04,1.6,2,25.4,2516.0,495.0
model03,1.7,35,81.9,7654.0,906.0
model02,1.3,4,24.7,2514.0,428.0
model02,0.8,32,87.8,7581.0,631.0
model01,0.8,9,32.0,3043.0,361.0
model01,1.8,29,73.1,6972.0,919.0
model02,1.4,25,64.1,5963.0,706.0
model03,0.9,30,73.0,6395.0,675.0
model01,1.1,7,30.9,2966.0,411.0
model04,0.7,23,63.6,5891.0,455.0
model03,0.2,17,56.9,5018.0,220.0
model01,0.6,23,65.2,5712.0,428.0
model04,0.9,16,51.0,4015.0,469.0
model01,1.2,11,44.4,3513.0,520.0
model01,0.5,1,25.5,2420.0,260.0
model02,1.2,11,44.4,3874.0,501.0
model02,1.4,26,80.2,5515.0,869.0
model03,0.2,31,84.0,5780.0,267.0
model02,1.1,1,24.4,2413.0,380.0
model03,1.1,3,24.3,2307.0,386.0
model02,1.2,13,44.3,4024.0,498.0
model04,0.9,13,41.8,3892.0,433.0
model02,0.6,7,32.9,3210.0,305.0
model04,2.0,34,82.5,7720.0,1033.0
model04,0.2,33,83.5,7009.0,285.0
model02,0.8,27,79.4,7069.0,565.0
model01,0.2,29,73.2,6401.0,265.0
model03,0.7,23,64.3,5911.0,447.0
model01,0.1,27,74.4,6829.0,184.0
model02,0.9,34,85.6,7099.0,756.0
model03,1.9,2,26.2,2538.0,540.0
model03,1.6,33,70.7,5018.0,730.0
model02,1.3,33,82.1,6512.0,819.0
model01,0.2,24,63.3,5631.0,247.0
model01,0.6,4,26.5,2550.0,293.0
model04,1.9,8,31.8,3027.0,607.0
model03,1.9,20,52.9,4808.0,735.0
model04,1.3,7,31.0,2921.0,487.0
model01,2.0,25,62.1,5780.0,864.0
model03,0.1,25,62.0,5721.0,165.0
model03,1.9,8,31.7,3035.0,578.0
model04,2.0,10,31.0,2992.0,629.0
model04,0.1,12,42.6,3856.0,138.0
model01,1.7,24,62.6,5916.0,803.0
model02,1.8,15,42.1,4042.0,649.0
model02,0.6,20,51.3,4842.0,365.0
model01,1.1,23,61.1,5612.0,589.0
model03,1.7,10,33.9,3258.0,556.0
model01,0.5,19,48.1,4757.0,339.0
model03,1.5,8,31.6,3025.0,531.0
model03,0.3,33,83.1,7617.0,331.0
model02,1.5,5,25.5,2570.0,471.0
model03,0.5,31,87.2,7232.0,451.0
model04,1.7,3,26.5,2602.0,524.0
model03,0.3,35,83.2,7729.0,335.0
model04,0.3,20,56.5,5452.0,276.0
model02,1.7,33,83.6,7999.0,936.0
model03,0.7,3,24.1,2355.0,309.0
model02,1.1,34,77.8,7054.0,679.0
model01,0.5,34,87.8,7886.0,486.0
model01,1.5,11,41.0,3680.0,618.0
model02,0.7,23,65.6,6236.0,445.0
model04,0.8,18,53.7,5018.0,448.0
model03,1.1,10,31.9,3096.0,404.0
model03,0.0,20,51.5,5041.0,59.0
model03,1.6,13,40.8,3850.0,599.0
model01,1.8,3,26.0,2536.0,532.0
model03,1.6,5,25.4,2533.0,490.0
model02,0.6,17,51.3,4656.0,365.0
model04,1.8,28,71.6,6829.0,911.0
model03,1.4,28,78.0,6271.0,825.0
model01,0.1,10,32.1,3122.0,129.0
model02,1.2,7,30.8,2916.0,431.0
model03,0.2,33,83.7,7069.0,268.0
model04,1.1,26,71.9,5368.0,666.0
model03,0.4,34,87.0,7886.0,379.0
model01,1.1,11,43.3,3571.0,494.0
model01,0.7,22,66.0,5911.0,464.0
model04,0.5,29,74.7,7216.0,423.0
model01,1.7,10,34.0,3231.0,563.0
model04,1.3,6,31.0,2813.0,486.0
model01,1.7,18,54.9,5081.0,730.0
model01,0.7,5,24.4,2398.0,308.0
model01,1.9,32,81.9,7492.0,1000.0
model02,1.0,26,73.4,6335.0,614.0
model02,0.4,9,34.4,3313.0,249.0
model01,1.0,20,51.5,4898.0,538.0
model02,0.5,3,25.3,2475.0,257.0
model04,1.8,12,41.9,3877.0,682.0
model02,1.6,1,25.4,2563.0,489.0
model02,0.9,29,72.1,6506.0,667.0
model01,1.2,25,63.9,5584.0,646.0
model04,1.8,1,25.5,2454.0,541.0
model01,0.7,30,80.5,7406.0,531.0
model01,1.3,13,41.2,3836.0,557.0
model02,0.3,12,47.7,4326.0,248.0
model01,2.0,11,40.5,3678.0,662.0
model04,1.0,34,85.2,7866.0,719.0
model02,0.8,28,79.6,7608.0,557.0
model02,0.3,2,24.1,2345.0,191.0
model01,0.6,9,33.0,3166.0,312.0
model01,0.9,35,85.5,6531.0,805.0
model04,0.2,2,22.6,2235.0,154.0
model04,2.0,14,40.6,3853.0,676.0
model02,1.0,16,51.5,4290.0,517.0
model01,0.9,27,72.2,5760.0,700.0
model02,1.9,23,58.9,5430.0,789.0
model04,1.0,22,61.9,5810.0,580.0
model01,1.5,22,60.4,5360.0,771.0
model01,1.0,26,73.4,6499.0,649.0
model02,1.5,35,90.3,7380.0,1041.0
model01,1.9,24,58.9,5603.0,805.0
model02,1.4,2,24.9,2543.0,445.0
model01,0.6,17,51.1,4624.0,376.0
model04,1.5,4,25.5,2531.0,488.0
model02,0.4,29,77.9,7138.0,364.0
model04,0.1,20,53.0,4944.0,153.0
model01,0.9,13,42.3,3948.0,434.0
model03,1.7,33,82.3,7599.0,917.0
model01,1.6,34,76.3,5456.0,826.0
model04,1.4,34,90.0,7466.0,956.0
model02,0.0,26,73.9,5984.0,64.0
model01,0.3,2,24.4,2345.0,188.0
model04,1.4,35,90.1,7483.0,958.0
model01,0.7,28,80.0,7423.0,537.0
model02,0.1,6,32.3,3032.0,122.0
model03,1.0,20,50.9,4808.0,516.0
model01,0.2,15,46.0,4271.0,208.0
model02,1.0,17,51.5,4695.0,521.0
model02,0.7,9,31.7,3091.0,333.0
model04,0.8,24,62.8,5870.0,485.0
model01,1.6,35,75.9,5470.0,799.0
model01,1.4,25,64.7,6152.0,746.0
model01,1.9,3,26.6,2643.0,554.0
model02,2.0,9,31.0,2954.0,588.0
model02,2.0,5,24.6,2461.0,532.0
model01,0.7,15,42.3,4021.0,373.0
model02,0.3,8,33.5,3221.0,216.0
model04,0.0,30,74.9,7138.0,64.0
model01,1.4,11,41.5,3746.0,598.0
model01,1.0,4,24.9,2437.0,391.0
model04,1.3,29,70.1,5443.0,797.0
model01,0.3,15,47.8,4486.0,259.0
model04,1.0,28,71.8,6543.0,628.0
model04,0.4,29,76.0,6992.0,377.0
model02,0.8,35,87.0,7807.0,629.0
model02,0.2,26,73.7,5860.0,254.0
model02,0.4,6,34.4,3171.0,249.0
model03,1.1,26,71.7,5174.0,646.0
model02,1.5,6,31.7,3022.0,517.0
model04,1.8,22,62.2,5731.0,844.0
model04,0.3,13,46.0,4326.0,253.0
model04,0.1,32,84.2,7330.0,196.0
model01,1.1,22,61.0,5547.0,598.0
model03,0.1,16,52.7,4271.0,148.0
model02,1.7,8,34.1,3287.0,557.0
model01,0.4,3,23.6,2300.0,230.0
model02,1.3,28,70.6,5236.0,737.0
model01,1.1,18,52.9,4845.0,536.0
model04,1.8,19,50.7,4677.0,749.0
model03,1.6,34,71.3,5166.0,726.0
model02,0.3,18,55.7,5162.0,266.0
model02,0.9,8,34.5,3364.0,387.0
model03,1.5,29,76.0,5702.0,882.0
model02,0.3,15,47.8,4462.0,252.0
model04,1.0,18,50.8,4663.0,530.0
model02,1.6,22,65.4,5850.0,783.0
model02,0.4,21,62.9,5166.0,330.0
model04,0.2,32,83.4,6627.0,284.0
model04,0.6,34,88.0,7846.0,534.0
model03,0.4,26,77.3,5635.0,357.0
model01,1.1,21,60.7,5274.0,590.0
model04,0.9,7,34.7,3263.0,399.0
model02,0.0,32,83.3,7654.0,67.0
model01,0.4,6,34.2,3187.0,258.0
model01,1.9,14,40.8,3886.0,672.0
model04,0.2,22,62.5,5278.0,244.0
model04,0.4,22,63.4,5726.0,339.0
model01,0.0,17,50.4,4735.0,57.0
model01,1.2,23,63.7,5501.0,646.0
model03,0.9,34,85.9,7122.0,769.0
model03,2.0,16,52.1,4232.0,737.0
model03,1.7,19,53.4,5014.0,688.0
model02,0.7,18,52.1,4853.0,394.0
model04,1.8,30,71.6,6987.0,917.0
model04,1.0,7,34.2,3218.0,426.0
model03,1.2,25,63.2,5421.0,628.0
model02,1.0,30,72.8,6943.0,613.0
model03,1.9,22,59.0,5355.0,779.0
model03,0.6,17,51.2,4610.0,370.0
model03,0.5,32,87.5,7816.0,459.0
model01,0.2,25,63.4,5603.0,249.0
model04,0.6,27,72.8,6562.0,456.0
model03,0.9,9,34.7,3287.0,385.0
model03,0.6,33,88.2,8194.0,510.0
model01,0.3,35,86.1,7968.0,359.0
model04,0.7,24,63.5,6064.0,453.0
model02,0.5,32,87.6,8073.0,464.0
model01,0.6,5,26.5,2543.0,296.0
model04,1.7,19,52.7,4925.0,730.0
model02,1.6,29,75.2,6347.0,927.0
model03,2.0,23,61.6,5617.0,825.0
model01,1.7,15,40.4,3895.0,625.0
model01,1.7,29,73.3,6957.0,883.0
model04,1.5,11,40.5,3402.0,628.0
model03,0.3,8,33.6,3210.0,217.0
model02,2.0,22,62.1,5607.0,841.0
model04,1.9,22,59.1,5386.0,837.0
model04,1.4,23,62.6,5570.0,719.0
model03,1.2,23,63.5,5304.0,619.0
model04,1.5,33,84.7,6512.0,1027.0
model03,1.9,27,70.7,6265.0,860.0
model02,0.1,25,62.4,5830.0,164.0
model03,1.9,4,26.2,2560.0,539.0
model04,1.3,30,70.1,5452.0,795.0
model03,1.6,9,32.1,3086.0,548.0
model04,1.1,17,51.6,4667.0,538.0
model04,1.1,15,42.4,3984.0,489.0
model02,1.0,24,61.9,5875.0,553.0
model02,1.0,12,43.4,4107.0,463.0
model01,1.1,27,71.6,6265.0,663.0
model02,1.6,34,73.0,5211.0,749.0
model03,0.7,16,52.0,4057.0,400.0
model01,1.2,3,23.7,2340.0,410.0
model02,2.0,28,72.5,6666.0,912.0
model02,1.5,13,40.9,3833.0,608.0
model03,0.5,10,32.2,3096.0,273.0
model04,0.8,27,80.2,7256.0,581.0
model04,0.8,31,86.8,5621.0,653.0
model04,0.8,1,23.2,2211.0,328.0
model01,2.0,17,53.6,4952.0,790.0
model01,0.9,21,62.8,5270.0,530.0
model03,1.6,3,25.4,2538.0,489.0
model01,0.1,20,52.7,4921.0,156.0
model01,1.1,31,78.5,5932.0,723.0
model03,0.5,14,42.4,4033.0,305.0
model03,0.0,3,25.3,2509.0,49.0
model04,1.2,13,43.6,3880.0,513.0
model01,1.7,9,34.0,3242.0,562.0
model04,0.1,3,23.0,2273.0,112.0
model02,1.8,28,72.6,6943.0,894.0
model04,0.4,1,23.6,2326.0,225.0
model01,0.0,25,62.1,5921.0,60.0
model03,0.2,19,56.9,5191.0,221.0
model01,1.0,33,92.0,8681.0,770.0
model02,0.4,28,78.1,7130.0,368.0
model04,0.7,2,24.0,2314.0,312.0
model01,1.5,26,75.9,4229.0,888.0
model04,1.7,30,72.0,6760.0,880.0
model01,1.6,6,31.9,2987.0,586.0
model03,1.8,10,33.8,3274.0,570.0
model02,1.9,4,26.4,2611.0,537.0
model02,0.5,5,25.2,2487.0,257.0
model01,0.0,18,50.9,4805.0,55.0
model01,1.5,14,41.0,3795.0,623.0
model02,1.2,27,73.0,5825.0,680.0
model01,0.8,8,32.0,3055.0,359.0
