model,NaCl_Percent,Rep,RAW_Temp,M_Temp,EC
model01,1.6,14,41.4,3936.0,629.0
model01,1.2,6,30.9,2717.0,440.0
model01,0.0,16,50.1,4379.0,57.0
model04,1.1,5,24.2,2372.0,396.0
model03,0.3,28,74.0,6740.0,312.0
model04,1.9,13,40.7,3853.0,691.0
model03,1.7,22,62.0,5800.0,762.0
model01,0.5,17,48.1,4724.0,337.0
model04,0.0,17,51.4,5006.0,57.0
model01,0.7,3,24.6,2252.0,308.0
model03,0.6,2,26.1,2512.0,285.0
model01,2.0,30,72.4,6706.0,957.0
model02,1.7,21,62.6,5154.0,776.0
model01,1.7,33,84.4,7846.0,975.0
model02,0.9,10,34.9,3351.0,388.0
model04,0.0,23,63.8,6124.0,61.0
model04,1.6,34,76.0,5483.0,819.0
model04,0.5,23,64.2,5947.0,381.0
model01,1.6,25,65.5,6135.0,820.0
model04,1.6,6,32.0,2969.0,576.0
model01,1.8,14,42.0,4015.0,671.0
model02,1.6,11,41.2,3607.0,626.0
model04,0.9,19,50.9,4760.0,475.0
model04,0.7,11,41.6,3316.0,369.0
model03,0.1,1,23.2,2305.0,112.0
model02,1.8,2,25.8,2575.0,521.0
model04,0.6,31,88.0,6437.0,525.0
model01,0.9,19,51.7,4834.0,475.0
model04,0.4,12,43.2,3877.0,276.0
model02,2.0,16,52.9,4681.0,755.0
model01,1.5,25,60.0,5589.0,761.0
model04,1.1,19,51.5,4771.0,529.0
model02,0.0,9,32.0,3135.0,52.0
model02,0.1,18,52.7,4948.0,149.0
model04,1.2,15,43.4,3892.0,513.0
model03,1.3,15,41.0,3836.0,532.0
model01,1.8,31,80.6,6607.0,987.0
model04,1.3,19,50.4,4579.0,621.0
model04,0.1,31,84.3,6353.0,197.0
model02,1.9,1,26.5,2485.0,540.0
model02,1.8,31,82.1,6972.0,960.0
model03,1.0,25,61.6,5770.0,555.0
model03,1.1,34,79.1,7115.0,701.0
model04,1.4,30,75.4,6231.0,872.0
model02,0.0,34,83.4,7947.0,65.0
model01,0.5,25,63.9,6102.0,381.0
model01,1.7,1,27.1,2702.0,525.0
model04,0.1,30,73.8,6921.0,186.0
model02,0.0,21,62.5,5162.0,60.0
model02,0.1,35,85.7,8041.0,195.0
model03,1.1,7,31.4,2994.0,403.0
model03,1.7,3,26.6,2638.0,509.0
model02,1.7,16,54.5,4482.0,710.0
model02,0.5,11,42.3,3588.0,302.0
model02,1.4,5,25.0,2548.0,449.0
model01,0.8,10,32.0,3048.0,361.0
model03,0.7,1,24.2,2273.0,302.0
model01,1.1,1,24.4,2417.0,406.0
model03,1.0,26,72.6,5364.0,615.0
model01,1.6,19,50.9,4959.0,713.0
model04,1.5,16,50.3,4024.0,683.0
model02,0.1,28,74.1,6850.0,180.0
model03,1.5,22,59.6,5191.0,735.0
model04,2.0,1,24.6,2336.0,575.0
model01,1.7,2,27.1,2695.0,517.0
model01,1.3,19,50.0,4603.0,625.0
model04,0.6,21,67.1,5325.0,428.0
model03,1.8,17,50.8,4558.0,707.0
model01,0.0,34,82.4,7692.0,68.0
model02,0.5,13,42.3,3987.0,304.0
model01,1.8,16,51.1,4342.0,728.0
model01,0.1,14,43.0,4100.0,144.0
model01,0.1,28,74.4,6760.0,185.0
model02,0.2,29,74.0,6726.0,260.0
model02,2.0,31,82.2,7193.0,997.0
model02,0.5,19,48.1,4786.0,322.0
model03,0.8,32,86.7,6633.0,629.0
model02,0.3,28,73.8,6836.0,313.0
model03,1.7,7,34.0,3135.0,546.0
model01,1.6,21,65.4,5640.0,825.0
model02,0.6,16,51.4,4220.0,362.0
model04,0.6,2,25.8,2451.0,290.0
model01,0.4,1,23.6,2338.0,226.0
model01,0.8,21,65.6,5584.0,491.0
model02,0.9,20,51.5,4782.0,463.0
model04,0.7,35,84.9,7563.0,638.0
model02,0.5,1,25.4,2408.0,255.0
model01,1.4,3,24.9,2483.0,458.0
model01,0.6,18,51.2,4764.0,373.0
model01,1.9,20,53.3,4971.0,761.0
model04,1.6,29,75.4,6601.0,954.0
model04,1.9,25,59.4,5721.0,834.0
model01,0.0,6,30.0,2746.0,50.0
model02,0.0,25,62.9,6032.0,60.0
model03,1.2,5,23.6,2348.0,401.0
model04,1.9,18,52.9,4921.0,803.0
model02,0.3,26,73.9,5650.0,310.0
model02,2.0,32,82.2,7701.0,999.0
model04,1.1,8,31.7,3081.0,418.0
model02,0.9,35,85.8,7200.0,759.0
model04,1.0,21,61.5,4983.0,576.0
model03,1.6,11,41.0,3519.0,598.0
model03,1.0,33,88.2,8009.0,708.0
model04,1.6,4,25.4,2516.0,506.0
model01,2.0,35,82.4,7617.0,1042.0
model01,0.1,30,74.4,6914.0,184.0
model01,0.4,17,53.2,4917.0,306.0
model04,0.2,3,22.6,2223.0,153.0
model04,1.8,11,42.0,3538.0,687.0
model03,0.8,8,31.9,3027.0,353.0
model03,0.8,2,23.3,2257.0,320.0
model03,0.3,32,83.1,7466.0,333.0
model01,1.2,34,86.7,6787.0,812.0
model03,1.3,12,41.0,3827.0,523.0
model02,0.8,21,65.3,5145.0,475.0
model01,1.7,6,33.9,3071.0,560.0
model04,1.0,11,43.6,3801.0,471.0
model02,2.0,26,72.6,5697.0,937.0
model04,1.1,13,42.5,3933.0,493.0
model01,1.1,12,43.2,3948.0,492.0
model02,1.6,15,41.0,3918.0,619.0
model02,1.5,22,59.6,5386.0,735.0
model01,0.9,14,42.2,3972.0,437.0
model03,0.3,20,56.3,5145.0,273.0
model04,0.9,28,73.0,6097.0,706.0
model04,0.4,26,76.3,5984.0,368.0
model03,0.0,25,63.2,5979.0,61.0
model02,0.1,30,74.0,6686.0,178.0
model03,0.7,22,64.5,5815.0,445.0
model02,1.2,26,73.2,5452.0,678.0
model03,0.0,27,74.5,6801.0,64.0
model01,1.1,14,43.2,4039.0,495.0
model02,0.2,14,47.0,4329.0,200.0
model02,1.1,33,77.6,7001.0,682.0
model04,1.0,27,71.9,6431.0,628.0
model02,1.9,31,81.3,6885.0,977.0
model04,0.5,20,48.1,4724.0,338.0
model02,0.5,14,42.3,4066.0,308.0
model04,1.9,20,52.9,4906.0,784.0
model04,1.8,17,50.7,4635.0,753.0
model04,0.6,35,88.1,8116.0,532.0
model03,1.0,27,72.4,6468.0,616.0
model03,0.2,10,31.9,3086.0,170.0
model04,1.4,12,41.5,3821.0,587.0
model04,0.8,14,42.7,4063.0,399.0
model03,1.2,18,53.1,4649.0,550.0
model02,1.5,20,50.6,4681.0,671.0
model04,0.8,7,31.7,3037.0,365.0
model02,1.0,33,90.3,8367.0,712.0
model03,1.6,18,52.3,4955.0,696.0
model03,0.8,24,63.7,5937.0,479.0
model03,1.1,14,42.9,3993.0,481.0
model02,0.7,1,24.4,2381.0,299.0
model03,0.5,27,74.0,6640.0,411.0
model02,1.3,27,71.1,5329.0,749.0
model04,0.8,33,86.1,7153.0,653.0
model02,0.7,2,24.3,2396.0,304.0
model04,0.4,6,34.1,3060.0,252.0
model01,1.8,23,61.0,5692.0,827.0
model04,0.8,9,31.7,3048.0,368.0
model02,1.9,12,40.9,3865.0,652.0
model03,1.2,21,63.7,4586.0,619.0
model04,1.2,17,53.0,4466.0,569.0
model04,0.1,6,32.3,2984.0,123.0
model01,0.6,8,33.0,3153.0,311.0
model04,0.5,24,64.2,6064.0,378.0
model04,1.6,26,75.4,6174.0,936.0
model03,1.1,22,61.9,5443.0,580.0
model02,1.2,12,44.4,3966.0,499.0
model01,0.7,26,80.6,6562.0,529.0
model01,1.6,9,32.0,3060.0,586.0
model01,1.4,22,64.7,5830.0,750.0
model02,0.3,20,55.4,5186.0,268.0
model02,0.1,20,52.8,4860.0,147.0
model04,1.7,21,61.4,4921.0,806.0
model04,1.7,8,33.6,3195.0,570.0
model02,1.8,18,51.1,4860.0,707.0
model03,1.3,25,63.5,5795.0,682.0
model04,0.5,5,24.8,2396.0,261.0
model03,1.3,17,49.9,4389.0,585.0
model02,0.0,30,74.3,7046.0,65.0
model01,1.5,28,76.0,5304.0,917.0
model01,0.4,11,43.2,3746.0,278.0
model01,2.0,13,40.5,3895.0,662.0
model04,1.1,11,42.7,3513.0,490.0
model02,0.2,1,22.7,2319.0,152.0
model03,0.0,1,25.3,2516.0,66.0
model02,1.0,34,90.0,8526.0,710.0
model02,1.2,35,85.1,6979.0,751.0
model04,0.3,31,83.2,6371.0,338.0
model01,1.3,21,61.7,5061.0,703.0
model02,0.8,4,23.5,2314.0,320.0
model02,1.8,13,42.3,4002.0,654.0
model04,0.4,8,34.0,3164.0,253.0
model01,0.7,24,66.1,6097.0,464.0
model01,1.0,35,91.5,8762.0,762.0
model02,1.8,21,61.5,5117.0,803.0
model04,1.6,22,64.5,5896.0,811.0
model03,1.6,10,32.1,3117.0,543.0
model03,0.3,12,47.5,4287.0,249.0
model02,1.4,20,50.5,4827.0,624.0
model02,1.0,23,62.0,5896.0,553.0
model03,1.2,14,43.9,3836.0,499.0
model01,1.2,24,63.8,5529.0,646.0
model04,0.4,5,23.6,2276.0,224.0
model03,1.8,33,83.0,7758.0,961.0
model02,1.5,28,76.0,5368.0,872.0
model02,0.6,8,32.9,3197.0,307.0
model02,1.7,34,83.3,7957.0,946.0
model03,0.1,7,32.3,3099.0,124.0
model01,0.9,10,34.4,3292.0,403.0
model03,1.3,32,82.4,6152.0,813.0
model04,0.1,8,32.3,3091.0,123.0
model02,1.6,3,25.4,2560.0,483.0
model04,0.1,35,84.2,7826.0,199.0
model01,1.4,30,80.5,6965.0,908.0
model01,0.1,32,87.6,7866.0,202.0
model04,1.6,20,52.2,4975.0,715.0
model04,0.3,7,33.5,3177.0,220.0
model04,1.5,13,40.4,3669.0,617.0
model02,1.6,12,41.2,3859.0,621.0
model01,0.5,20,48.1,4764.0,336.0
model02,0.2,8,31.9,3053.0,174.0
model03,1.0,14,43.6,4116.0,458.0
model02,1.5,23,59.7,5603.0,732.0
model02,1.8,4,25.7,2575.0,517.0
model03,1.0,19,51.0,4864.0,522.0
model01,1.9,35,81.4,7608.0,997.0
model02,1.6,24,65.2,5911.0,788.0
model04,0.5,21,64.1,4994.0,379.0
model03,1.5,16,50.5,3833.0,660.0
model01,0.1,5,23.2,2278.0,117.0
model02,0.4,20,52.6,5033.0,297.0
model03,0.4,30,76.6,7099.0,356.0
model04,1.2,28,72.6,5932.0,706.0
model02,1.7,15,40.6,3918.0,613.0
model03,0.8,19,53.7,5065.0,436.0
model02,0.6,24,66.2,6202.0,415.0
model01,1.5,13,41.0,3763.0,619.0
model03,0.2,20,56.7,5257.0,223.0
model02,1.1,35,78.0,7107.0,687.0
model01,1.1,30,71.7,6633.0,665.0
model03,0.2,1,22.7,2285.0,151.0
model02,0.5,29,74.0,6857.0,415.0
model02,1.6,5,25.4,2560.0,487.0
model04,1.9,2,26.1,2495.0,564.0
model03,1.5,3,25.5,2541.0,471.0
model03,0.2,22,62.8,5283.0,238.0
model02,1.1,32,77.5,6794.0,690.0
model04,0.1,24,61.8,5692.0,169.0
model01,1.0,2,24.9,2434.0,384.0
model04,1.1,12,42.9,3883.0,490.0
model01,1.8,11,41.7,3652.0,660.0
model01,0.3,1,24.4,2345.0,199.0
model01,0.6,29,71.4,6726.0,460.0
model03,1.4,15,41.5,3560.0,550.0
model03,1.1,20,51.8,4842.0,520.0
model04,0.3,14,46.7,4336.0,251.0
model01,1.1,17,52.9,4753.0,538.0
model04,0.1,10,32.2,3117.0,123.0
model03,1.2,28,72.4,5958.0,681.0
model04,0.0,28,74.9,7016.0,64.0
model01,0.5,22,64.0,5840.0,376.0
model04,0.1,28,73.8,6781.0,186.0
model04,0.3,10,33.5,3221.0,221.0
model04,1.3,26,69.7,4204.0,791.0
model01,1.2,35,86.6,7076.0,806.0
model02,1.9,26,71.0,5810.0,883.0
model04,1.1,1,24.2,2417.0,395.0
model01,0.1,24,62.8,5835.0,174.0
model04,0.0,31,84.5,7720.0,66.0
model03,1.3,27,69.6,5154.0,731.0
model04,1.1,18,51.9,4793.0,541.0
model03,0.7,32,84.1,7115.0,603.0
model04,0.3,32,83.3,7347.0,346.0
model03,0.7,29,78.2,7289.0,499.0
model01,1.4,23,64.8,5979.0,740.0
model04,1.4,6,31.6,2846.0,520.0
model03,0.8,30,80.0,7457.0,555.0
model03,1.8,23,62.0,5911.0,785.0
model02,0.7,33,84.6,7787.0,600.0
model03,0.4,8,34.3,3195.0,253.0
model04,1.5,20,50.4,4660.0,704.0
model02,0.4,19,52.7,5045.0,298.0
model03,1.4,25,63.3,5760.0,707.0
model04,2.0,28,72.7,6653.0,962.0
model01,0.9,9,34.2,3297.0,401.0
model04,0.2,9,32.0,3094.0,175.0
model03,1.9,31,80.1,6389.0,953.0
model02,2.0,1,24.6,2463.0,538.0
model04,1.9,17,52.9,4857.0,789.0
model02,0.2,13,47.0,4281.0,200.0
model01,0.5,23,64.0,5840.0,381.0
model03,1.9,25,59.0,5650.0,788.0
model04,0.5,28,74.4,7031.0,423.0
model01,0.0,32,82.1,7475.0,68.0
model03,0.4,13,43.2,4042.0,274.0
model04,0.9,8,34.7,3260.0,399.0
model04,0.8,2,23.1,2240.0,329.0
model02,0.2,7,32.0,3083.0,169.0
model03,1.9,12,40.7,3772.0,643.0
model03,0.6,15,41.5,3957.0,331.0
model03,1.1,1,24.3,2348.0,382.0
model01,0.4,20,53.1,4805.0,306.0
model02,0.7,28,79.9,7492.0,501.0
model01,0.9,15,42.2,3957.0,436.0
model03,0.7,24,64.1,5906.0,448.0
model04,0.5,32,87.0,7380.0,474.0
model03,0.0,4,25.3,2538.0,48.0
model03,0.5,29,74.2,7256.0,411.0
model01,0.2,2,22.8,2245.0,159.0
model03,0.4,14,43.2,3954.0,275.0
model02,0.3,24,63.3,5974.0,292.0
model03,1.4,35,89.7,7749.0,900.0
model04,0.8,21,63.3,5041.0,483.0
model03,2.0,33,81.7,7536.0,982.0
model04,0.1,22,61.9,5565.0,169.0
model04,0.0,22,63.5,6043.0,60.0
model01,1.1,6,30.5,2818.0,405.0
model04,1.9,24,59.3,5593.0,840.0
model02,0.3,14,47.9,4472.0,249.0
model04,2.0,23,61.0,5448.0,871.0
model01,0.0,4,24.4,2463.0,48.0
model04,0.9,35,85.9,7001.0,802.0
model02,1.9,13,40.7,3883.0,647.0
model02,0.4,2,23.6,2352.0,218.0
model01,1.0,34,91.8,8551.0,766.0
model04,0.5,22,64.1,5683.0,378.0
model04,1.3,18,50.2,4506.0,618.0
model02,1.6,6,32.1,3007.0,573.0
model03,2.0,7,31.1,2722.0,584.0
model03,2.0,25,61.4,5626.0,814.0
model03,0.6,8,32.8,3130.0,305.0
model03,1.6,21,64.9,5364.0,780.0
model04,1.2,22,62.9,5195.0,634.0
model02,0.5,34,87.4,8127.0,463.0
model04,1.8,26,71.7,6219.0,906.0
model01,1.2,18,53.4,4793.0,583.0
model02,1.2,25,63.8,5697.0,615.0
model01,0.4,31,85.4,7281.0,349.0
model03,0.6,9,32.7,3148.0,306.0
model01,1.8,33,81.4,7876.0,992.0
model02,1.7,20,54.0,5065.0,701.0
model04,2.0,8,31.1,2951.0,619.0
model03,1.8,32,83.1,7475.0,960.0
model04,1.9,33,79.7,7527.0,989.0
model04,1.8,14,41.8,3918.0,684.0
model02,0.0,7,32.0,3130.0,52.0
model01,0.2,32,85.3,6921.0,297.0
model02,1.3,19,49.8,4600.0,598.0
model03,1.1,24,62.1,5875.0,577.0
model01,1.7,3,27.0,2692.0,525.0
model02,0.6,25,66.6,6288.0,414.0
model04,0.6,20,51.0,4742.0,377.0
model02,0.4,24,63.1,5717.0,333.0
model01,1.4,8,31.6,3043.0,520.0
model01,1.4,28,80.0,6450.0,916.0
model03,0.2,28,74.4,6808.0,259.0
model04,1.3,12,41.1,3784.0,557.0
model03,1.5,14,40.7,3752.0,585.0
model04,1.4,16,50.2,4329.0,644.0
model04,1.9,9,31.8,3053.0,604.0
model04,1.0,16,50.8,4135.0,532.0
model02,1.5,16,50.7,4042.0,670.0
model04,1.9,31,79.5,6746.0,985.0
model02,0.9,13,42.0,3865.0,417.0
model04,0.9,29,73.1,6219.0,700.0
model02,0.1,15,43.2,4021.0,139.0
model04,1.2,8,30.7,2876.0,449.0
model02,0.2,10,31.9,3096.0,171.0
model01,0.5,35,87.7,8216.0,488.0
model02,1.0,2,24.8,2473.0,372.0
model04,0.5,13,42.5,4048.0,317.0
model03,1.5,20,50.2,4589.0,664.0
model04,1.5,1,25.5,2524.0,485.0
model02,1.5,24,59.6,5650.0,728.0
model01,1.9,16,53.4,4455.0,779.0
model02,1.6,9,32.2,3166.0,567.0
model03,0.1,9,32.3,3130.0,123.0
model04,0.9,9,34.7,3316.0,402.0
model03,1.3,1,24.7,2524.0,421.0
model04,1.3,23,63.7,5785.0,704.0
model03,1.1,32,78.7,6740.0,699.0
model04,0.0,27,74.9,6907.0,65.0
model01,0.8,6,32.0,2976.0,369.0
model02,2.0,7,31.0,2992.0,586.0
model03,1.4,16,50.4,4310.0,609.0
model01,0.9,24,62.8,5845.0,535.0
model02,1.9,29,70.7,6633.0,892.0
model02,1.8,8,34.0,3263.0,574.0
model01,0.2,34,85.4,7248.0,300.0
model01,0.5,24,64.1,6000.0,382.0
model04,1.5,32,85.0,6377.0,1034.0
model02,0.2,23,63.1,5456.0,238.0
model01,1.8,32,81.0,7729.0,983.0
model03,0.4,2,23.6,2309.0,219.0
model04,0.4,31,87.2,6474.0,392.0
model02,1.4,18,50.8,4782.0,626.0
model04,1.8,5,25.5,2495.0,544.0
model04,1.6,8,32.0,3107.0,575.0
model03,2.0,26,72.6,5598.0,886.0
model03,0.2,26,74.2,5465.0,259.0
model01,0.3,30,73.9,6864.0,322.0
model02,1.9,18,53.2,4998.0,757.0
model01,0.9,6,34.0,3071.0,398.0
model01,1.8,5,26.0,2550.0,530.0
model04,1.7,6,33.7,3002.0,584.0
model02,1.4,3,25.0,2533.0,455.0
model04,0.5,2,24.9,2393.0,262.0
model02,0.9,4,25.7,2570.0,349.0
model02,1.9,9,31.6,3083.0,556.0
model02,1.1,7,31.2,3071.0,401.0
model04,1.3,4,24.8,2497.0,441.0
model03,1.7,30,71.9,6907.0,833.0
model03,0.4,19,52.1,4868.0,302.0
model03,1.6,35,72.6,5855.0,706.0
model03,0.8,35,86.3,7208.0,633.0
model03,1.2,9,30.8,2926.0,439.0
model02,0.8,6,32.0,2903.0,360.0
model01,1.2,20,53.4,4753.0,574.0
model01,0.4,35,86.5,7906.0,403.0
model01,1.0,10,33.0,3200.0,423.0
model03,1.3,13,41.0,3784.0,528.0
model02,1.4,17,51.2,4603.0,630.0
model01,1.3,24,62.2,5911.0,700.0
model02,1.2,34,85.3,6843.0,757.0
model04,0.6,7,32.6,3104.0,316.0
model03,1.2,29,72.4,5979.0,678.0
model02,0.6,34,88.2,8367.0,520.0
model03,1.9,33,79.7,7397.0,940.0
model04,1.7,2,26.5,2604.0,531.0
model03,0.9,14,41.9,3927.0,416.0
model04,1.2,31,81.9,5150.0,761.0
model04,1.6,3,25.4,2526.0,502.0
model02,1.1,23,61.6,5741.0,569.0
model02,1.2,33,85.7,6588.0,756.0
model04,0.9,32,86.0,6413.0,793.0
model03,0.8,10,31.8,3076.0,355.0
model04,1.7,31,81.8,7232.0,966.0
model01,1.3,6,29.6,2808.0,495.0
model02,0.3,7,33.3,3203.0,216.0
model01,1.0,30,73.6,6914.0,649.0
model03,1.2,31,84.4,5150.0,773.0
model03,0.0,13,41.7,4008.0,54.0
model02,1.8,35,82.7,8062.0,974.0
model04,1.0,33,85.6,8020.0,733.0
model03,0.4,28,76.0,6781.0,364.0
model02,1.4,19,50.6,4757.0,621.0
model01,0.3,23,64.4,5721.0,305.0
model03,1.2,34,82.3,6575.0,759.0
model04,2.0,5,24.9,2367.0,568.0
model04,0.4,4,23.6,2288.0,227.0
model01,0.2,5,22.7,2238.0,161.0
model01,0.2,13,45.3,4232.0,204.0
model02,0.7,24,65.4,5937.0,440.0
model01,1.3,9,29.6,3045.0,497.0
model01,0.7,6,31.7,2816.0,331.0
model02,0.7,25,65.3,6064.0,443.0
model04,1.2,14,43.5,3886.0,513.0
model04,0.7,21,63.9,4944.0,451.0
model04,0.9,23,61.5,5688.0,530.0
model04,1.6,11,40.6,3700.0,644.0
model01,0.6,14,41.7,3939.0,339.0
model04,0.6,11,41.5,3475.0,341.0
model04,1.0,23,61.5,5979.0,587.0
model01,0.4,21,62.5,5291.0,339.0
model04,0.3,34,83.4,7787.0,344.0
model01,1.9,23,59.0,5650.0,817.0
model01,0.8,28,75.5,7532.0,568.0
model02,1.1,16,52.7,4395.0,526.0
model01,0.4,14,43.3,4024.0,282.0
model04,0.7,32,84.8,7440.0,638.0
model03,1.4,17,50.3,4645.0,613.0
model03,0.2,7,32.0,2926.0,168.0
model01,1.5,23,60.2,5443.0,767.0
model01,1.2,7,30.8,2838.0,445.0
model03,0.9,19,51.1,4688.0,462.0
model03,0.0,34,84.2,8020.0,68.0
model03,1.8,5,25.5,2516.0,526.0
model01,1.9,22,59.1,5497.0,816.0
model01,0.2,28,73.2,6401.0,264.0
model04,1.2,6,30.7,2764.0,450.0
model01,1.5,33,94.4,7501.0,1090.0
model04,0.6,9,32.6,3130.0,315.0
model03,0.7,28,78.5,7273.0,502.0
model02,1.2,2,23.7,2377.0,398.0
model04,2.0,21,61.2,5287.0,874.0
model04,1.4,4,25.0,2492.0,467.0
model03,1.6,32,70.5,4739.0,722.0
model03,0.8,26,80.2,6921.0,504.0
model02,1.6,30,75.4,6601.0,917.0
model04,0.3,23,62.2,5635.0,299.0
model03,1.1,9,31.6,3063.0,402.0
model03,0.1,15,42.8,3981.0,138.0
model03,1.0,8,34.0,3221.0,412.0
model03,1.6,27,75.4,5937.0,940.0
model03,1.9,21,58.8,4797.0,769.0
model04,1.4,2,25.0,2502.0,459.0
model03,0.8,34,86.3,7423.0,634.0
model01,1.1,15,43.2,4085.0,496.0
model01,2.0,33,82.4,7510.0,1049.0
model04,0.9,30,73.0,6419.0,706.0
model04,1.8,35,83.1,7916.0,994.0
model01,1.4,7,31.6,2933.0,528.0
model01,0.4,26,78.6,6043.0,377.0
model03,1.1,27,71.7,6437.0,654.0
model03,1.1,12,43.0,3963.0,482.0
model02,1.4,27,79.9,6620.0,857.0
model04,1.5,34,84.0,6614.0,1032.0
model03,0.9,8,34.7,3274.0,387.0
model02,1.1,10,31.4,3102.0,401.0
model03,1.0,13,43.7,4135.0,459.0
model03,0.1,4,23.1,2297.0,115.0
model04,0.8,13,42.8,4002.0,403.0
model04,1.8,32,83.0,7423.0,985.0
model04,0.9,27,73.0,5947.0,706.0
model03,0.1,2,23.1,2273.0,115.0
model02,0.8,29,80.0,7536.0,559.0
model03,1.4,33,89.2,7545.0,887.0
model01,1.5,24,60.1,5479.0,767.0
model03,0.1,10,32.3,3127.0,125.0
model01,0.0,20,50.9,4845.0,58.0
model02,1.2,3,23.7,2381.0,396.0
model03,1.8,8,33.8,3247.0,576.0
model01,1.5,7,31.7,2971.0,558.0
model03,0.4,15,43.2,3960.0,274.0
model02,0.3,29,73.7,6900.0,315.0
model04,0.7,17,51.6,4681.0,404.0
model03,1.6,24,64.3,6005.0,777.0
model04,0.3,11,47.1,3850.0,249.0
model04,1.8,33,83.0,7866.0,990.0
model01,1.9,15,40.9,3877.0,672.0
model04,1.3,35,82.7,6537.0,866.0
model01,1.2,13,44.4,4008.0,522.0
model01,0.0,31,82.0,6914.0,69.0
model02,1.7,18,54.2,5077.0,707.0
model04,0.5,33,86.9,7787.0,478.0
model02,0.9,22,62.9,5669.0,515.0
model03,0.0,9,31.5,3060.0,51.0
model03,0.0,6,31.6,3102.0,50.0
model01,0.6,26,70.7,6767.0,458.0
model03,1.0,31,88.9,6359.0,714.0
model04,1.4,25,62.3,5810.0,724.0
model03,0.1,6,32.3,3058.0,123.0
model02,1.6,2,25.4,2558.0,484.0
model03,1.7,8,34.0,3213.0,552.0
model01,0.2,9,32.0,3096.0,177.0
model01,1.3,10,29.6,3030.0,500.0
model03,0.9,25,61.8,5870.0,515.0
model04,1.6,18,52.3,4879.0,716.0
model04,0.4,15,43.2,4070.0,275.0
model04,1.8,18,50.7,4845.0,748.0
model02,1.9,25,58.8,5603.0,792.0
model03,1.0,10,34.1,3287.0,410.0
model01,0.9,22,62.8,5631.0,532.0
model04,1.7,14,40.6,3883.0,649.0
model04,2.0,4,24.6,2374.0,569.0
model04,1.9,3,26.1,2531.0,568.0
model03,0.4,12,43.3,3901.0,274.0
model02,1.1,26,71.8,5443.0,640.0
model01,0.7,33,86.1,7363.0,647.0
model02,2.0,20,52.4,4913.0,767.0
model04,0.6,10,32.7,3145.0,316.0
model01,2.0,15,40.5,3821.0,659.0
model03,0.2,21,62.9,4603.0,237.0
model03,0.7,21,64.7,4797.0,442.0
model04,1.3,13,41.1,3877.0,553.0
model03,0.5,19,48.1,4735.0,331.0
model01,0.8,31,88.5,6389.0,663.0
model01,1.4,24,65.1,6135.0,742.0
model01,0.9,5,25.7,2533.0,368.0
model02,1.8,33,82.5,7758.0,965.0
model01,0.9,33,85.4,6673.0,797.0
model01,1.0,25,62.4,5840.0,581.0
model03,0.7,14,41.7,3966.0,360.0
model01,1.3,7,29.6,2959.0,494.0
model03,1.8,31,82.8,6365.0,941.0
model03,1.6,19,52.4,4955.0,678.0
model04,1.7,25,60.8,5865.0,806.0
model04,1.7,33,81.7,7572.0,959.0
model02,0.2,31,85.2,6431.0,278.0
model01,1.6,31,78.0,4530.0,743.0
model04,0.3,30,75.4,7240.0,329.0
model02,0.6,18,51.3,4775.0,364.0
model03,1.3,9,29.6,2946.0,470.0
model04,0.5,30,74.1,7289.0,428.0
model03,0.8,20,53.9,5029.0,436.0
model02,0.4,11,43.3,3865.0,274.0
model02,1.9,3,26.4,2646.0,537.0
model01,2.0,19,53.1,4967.0,788.0
model01,0.7,12,42.4,3972.0,370.0
model02,1.1,17,52.6,4688.0,538.0
model03,0.4,23,63.4,5756.0,335.0
model04,0.8,17,53.7,4917.0,450.0
model01,1.6,10,32.0,3096.0,584.0
model01,0.7,23,66.0,6119.0,459.0
model01,0.3,29,75.0,6829.0,325.0
model04,0.2,29,74.8,6660.0,266.0
model02,1.3,9,29.6,3025.0,478.0
model04,0.1,18,52.9,4986.0,151.0
model04,1.0,9,34.2,3303.0,428.0
model02,0.2,33,84.6,6767.0,278.0
model04,0.0,19,51.5,4998.0,57.0
model03,0.8,5,23.2,2254.0,322.0
model04,0.9,12,41.8,3792.0,429.0
model03,2.0,29,72.6,6943.0,898.0
model02,1.9,21,58.8,4963.0,791.0
model02,1.8,1,25.8,2563.0,513.0
model04,1.3,14,41.1,3865.0,555.0
model01,1.4,17,50.9,4728.0,647.0
model04,0.0,34,84.8,8250.0,65.0
model04,0.5,26,74.3,6506.0,422.0
model04,1.5,17,50.3,4449.0,685.0
model02,0.0,8,32.0,3132.0,52.0
model01,1.4,1,24.9,2470.0,453.0
model02,0.1,34,85.9,8052.0,195.0
model03,1.8,16,50.9,4036.0,704.0
model02,1.4,29,79.3,6787.0,851.0
model04,0.9,3,25.5,2538.0,355.0
model03,1.8,9,33.7,3255.0,579.0
model02,0.9,12,42.0,3874.0,415.0
model04,0.7,10,31.6,3063.0,340.0
model03,1.9,28,70.6,6512.0,865.0
model04,1.3,28,69.8,5170.0,795.0
model02,0.4,3,23.6,2352.0,219.0
model01,1.5,5,25.5,2516.0,488.0
model02,1.4,35,88.7,7710.0,923.0
model04,1.0,1,24.7,2468.0,377.0
model03,0.6,31,88.2,7886.0,502.0
model04,0.9,17,51.0,4586.0,475.0
model02,0.9,7,34.4,3276.0,388.0
model03,0.0,5,25.3,2516.0,48.0
model01,1.8,27,73.1,6699.0,933.0
model03,1.0,35,87.3,8250.0,699.0
