model,NaCl_Percent,Rep,RAW_Temp,M_Temp,EC
model04,1.3,10,31.0,2966.0,495.0
model04,1.3,24,63.8,5770.0,706.0
model04,1.1,6,31.9,2876.0,417.0
model04,0.2,21,62.6,4628.0,244.0
model04,1.5,28,76.2,5342.0,921.0
model04,1.6,24,65.0,6191.0,809.0
model04,1.4,9,31.6,3009.0,518.0
model04,1.2,19,53.0,4617.0,568.0
model04,1.3,16,50.0,3839.0,609.0
model04,0.9,5,25.5,2504.0,358.0
model04,0.8,11,42.9,3610.0,402.0
model04,0.0,21,63.4,5186.0,60.0
model04,2.0,17,51.6,4565.0,794.0
model04,0.5,10,32.1,3081.0,281.0
model04,0.8,16,53.8,4486.0,448.0
model04,0.3,9,33.5,3224.0,221.0
model04,0.7,19,51.5,4845.0,404.0
model04,0.4,23,63.5,5756.0,341.0
model04,1.6,5,25.4,2521.0,499.0
model04,1.4,13,41.5,3889.0,589.0
model04,1.8,20,50.9,4786.0,747.0
model04,0.1,13,42.5,3960.0,138.0
model04,1.3,21,63.7,5456.0,701.0
model04,1.4,32,89.8,7200.0,957.0
model04,1.9,29,70.8,6594.0,938.0
model04,0.2,6,32.0,3030.0,174.0
model04,0.3,15,46.6,4342.0,249.0
model04,1.1,16,51.7,4439.0,543.0
model04,1.4,20,50.1,4631.0,646.0
model04,1.2,29,72.6,6130.0,701.0
model04,0.9,15,41.8,3948.0,428.0
model04,1.6,19,52.2,4887.0,718.0
model04,1.0,12,43.6,4027.0,471.0
model04,0.4,28,76.1,6733.0,369.0
model04,1.3,31,82.6,4921.0,870.0
model04,1.3,1,24.8,2558.0,435.0
model04,0.8,32,86.3,7200.0,665.0
model04,1.8,4,25.5,2499.0,548.0
model04,0.8,8,31.7,3035.0,366.0
model04,1.5,6,31.4,2868.0,534.0
model04,1.6,9,32.0,3104.0,577.0
model04,0.4,34,87.3,8020.0,396.0
model04,0.1,26,73.9,5911.0,185.0
model04,2.0,9,31.0,2981.0,624.0
model04,1.1,24,62.4,5659.0,602.0
model04,0.0,2,25.2,2497.0,50.0
model04,1.8,24,62.3,5916.0,845.0
model04,1.0,3,24.7,2446.0,380.0
model04,0.2,15,46.0,4336.0,206.0
model04,0.3,25,62.1,5654.0,300.0
model04,1.3,2,24.8,2512.0,435.0
model04,1.8,29,71.7,6979.0,919.0
model04,1.6,15,40.7,3927.0,637.0
model04,0.7,3,23.9,2319.0,308.0
model04,0.3,19,56.4,5211.0,272.0
model04,2.0,32,82.1,7886.0,1031.0
model04,1.2,35,80.2,6080.0,766.0
model04,0.3,18,56.4,5203.0,272.0
model04,0.0,1,25.3,2504.0,50.0
model04,1.7,35,81.6,7836.0,961.0
model04,0.3,22,62.2,5542.0,296.0
model04,0.3,1,23.9,2393.0,195.0
model04,0.2,20,56.5,5203.0,223.0
model04,1.6,33,75.3,5117.0,820.0
model04,1.8,31,83.0,6627.0,988.0
model04,1.2,10,30.7,2901.0,447.0
model04,1.1,25,62.4,5901.0,599.0
model04,2.0,2,24.6,2367.0,569.0
model04,0.9,6,34.7,2926.0,400.0
model04,2.0,25,60.9,5683.0,871.0
model04,1.6,16,52.4,4510.0,729.0
model04,0.8,19,53.6,5145.0,448.0
model04,1.6,14,40.6,3912.0,631.0
model04,1.0,8,34.2,3287.0,431.0
model04,0.0,4,25.2,2504.0,49.0
model04,1.9,19,52.9,4998.0,791.0
model04,1.5,25,60.9,5589.0,769.0
model04,1.7,10,33.5,3266.0,579.0
model04,0.4,18,51.8,4771.0,297.0
model04,1.4,10,31.4,3050.0,515.0
model04,0.0,24,63.7,6191.0,60.0
model04,1.9,1,26.1,2410.0,569.0
model04,1.0,35,84.8,7797.0,718.0
model04,1.3,15,41.1,3862.0,556.0
model04,1.2,1,23.6,2369.0,405.0
model04,1.8,10,33.5,3247.0,603.0
model04,1.4,8,31.4,3017.0,520.0
model04,0.5,14,42.4,4113.0,315.0
model04,0.7,14,41.6,3921.0,374.0
model04,1.1,2,24.2,2379.0,398.0
model04,0.5,12,42.3,3921.0,313.0
model04,1.7,20,52.6,4971.0,732.0
model04,0.7,27,77.0,6822.0,509.0
model04,0.2,23,62.6,5430.0,246.0
model04,0.3,6,33.5,3043.0,220.0
model04,0.5,35,86.0,8095.0,478.0
model04,1.4,18,50.1,4607.0,646.0
model04,2.0,29,72.7,6686.0,962.0
model04,1.5,15,40.4,3703.0,616.0
model04,0.0,5,25.2,2509.0,49.0
model04,0.8,30,80.0,7414.0,581.0
model04,0.6,33,88.1,7046.0,530.0
model04,0.6,13,41.4,3904.0,344.0
model04,1.6,1,25.4,2499.0,485.0
model04,1.9,30,70.9,6524.0,931.0
model04,0.9,24,61.4,5683.0,524.0
model04,0.9,22,61.5,5529.0,522.0
model04,0.2,16,56.1,4628.0,221.0
model04,0.0,18,51.4,5045.0,57.0
model04,1.7,17,52.9,4830.0,734.0
model04,0.5,19,48.1,4731.0,340.0
model04,0.8,25,62.8,5979.0,485.0
model04,0.7,4,23.9,2314.0,312.0
model04,0.7,34,85.0,7406.0,633.0
model04,2.0,15,40.5,3804.0,679.0
model04,1.1,30,71.9,6686.0,674.0
model04,1.4,24,62.5,5886.0,726.0
model04,1.0,20,50.7,4681.0,532.0
model04,1.9,23,59.3,5585.0,829.0
model04,1.6,31,74.0,4339.0,773.0
model04,0.0,20,51.6,5029.0,56.0
model04,0.8,23,62.9,5790.0,487.0
model04,1.0,17,50.8,4561.0,539.0
model04,0.9,20,50.0,4801.0,471.0
model04,0.4,30,76.0,7122.0,381.0
model04,1.6,25,65.3,6202.0,821.0
model04,0.2,11,47.0,3784.0,202.0
model04,2.0,16,51.7,3789.0,790.0
model04,1.4,5,25.0,2499.0,460.0
model04,0.5,15,42.3,4060.0,318.0
model04,1.9,28,70.7,6389.0,919.0
model04,1.1,31,79.8,6091.0,739.0
model04,1.4,27,76.8,6070.0,880.0
model04,1.0,30,71.5,6726.0,631.0
model04,0.5,16,48.1,4042.0,334.0
model04,1.7,7,33.7,3060.0,578.0
model04,1.2,34,80.7,6283.0,764.0
model04,1.8,25,62.4,5875.0,851.0
model04,2.0,11,40.5,3706.0,687.0
model04,1.4,14,41.4,3848.0,583.0
model04,1.4,17,50.2,4568.0,634.0
model04,0.0,35,84.8,8262.0,65.0
model04,1.2,16,53.0,4039.0,575.0
model04,0.4,33,87.2,7906.0,400.0
model04,1.1,29,71.9,6640.0,667.0
model04,0.7,12,41.6,3848.0,371.0
model04,1.9,15,40.7,3936.0,688.0
model04,0.2,18,56.6,5195.0,222.0
model04,0.2,26,74.5,5542.0,263.0
model04,1.5,24,60.6,5515.0,769.0
model04,0.2,1,22.6,2261.0,154.0
model04,2.0,7,31.1,2938.0,619.0
model04,0.6,18,50.0,4717.0,375.0
model04,1.2,23,62.7,5364.0,637.0
model04,1.6,10,31.9,3125.0,573.0
model04,1.8,3,25.5,2470.0,546.0
model04,1.8,8,33.6,3224.0,600.0
model04,1.7,5,26.5,2633.0,529.0
model04,1.5,14,40.4,3700.0,617.0
model04,0.0,13,41.9,3966.0,53.0
model04,0.3,33,83.4,7608.0,344.0
model04,0.2,14,47.0,4300.0,205.0
model04,1.3,9,31.0,2987.0,493.0
model04,1.1,4,24.2,2396.0,394.0
model04,1.3,32,82.6,5896.0,871.0
model04,1.2,32,81.9,5968.0,754.0
model04,0.6,17,51.0,4589.0,372.0
model04,0.6,6,32.7,2969.0,317.0
model04,1.7,28,71.7,6822.0,878.0
model04,1.0,14,43.5,4116.0,473.0
model04,1.9,32,79.8,7466.0,980.0
model04,0.9,10,34.7,3324.0,399.0
model04,2.0,35,82.8,7787.0,1043.0
model04,0.8,3,23.1,2240.0,328.0
model04,0.1,9,32.3,3071.0,123.0
model04,1.5,3,25.5,2531.0,486.0
model04,0.0,15,41.7,4030.0,55.0
model04,1.6,2,25.4,2516.0,495.0
model04,0.7,23,63.6,5891.0,455.0
model04,0.9,16,51.0,4015.0,469.0
model04,0.9,13,41.8,3892.0,433.0
model04,2.0,34,82.5,7720.0,1033.0
model04,0.2,33,83.5,7009.0,285.0
model04,1.9,8,31.8,3027.0,607.0
model04,1.3,7,31.0,2921.0,487.0
model04,2.0,10,31.0,2992.0,629.0
model04,0.1,12,42.6,3856.0,138.0
model04,1.7,3,26.5,2602.0,524.0
model04,0.3,20,56.5,5452.0,276.0
model04,0.8,18,53.7,5018.0,448.0
model04,1.8,28,71.6,6829.0,911.0
model04,1.1,26,71.9,5368.0,666.0
model04,0.5,29,74.7,7216.0,423.0
model04,1.3,6,31.0,2813.0,486.0
model04,1.8,12,41.9,3877.0,682.0
model04,1.8,1,25.5,2454.0,541.0
model04,1.0,34,85.2,7866.0,719.0
model04,0.2,2,22.6,2235.0,154.0
model04,2.0,14,40.6,3853.0,676.0
model04,1.0,22,61.9,5810.0,580.0
model04,1.5,4,25.5,2531.0,488.0
model04,0.1,20,53.0,4944.0,153.0
model04,1.4,34,90.0,7466.0,956.0
model04,1.4,35,90.1,7483.0,958.0
model04,0.8,24,62.8,5870.0,485.0
model04,0.0,30,74.9,7138.0,64.0
model04,1.3,29,70.1,5443.0,797.0
model04,1.0,28,71.8,6543.0,628.0
model04,0.4,29,76.0,6992.0,377.0
model04,1.8,22,62.2,5731.0,844.0
model04,0.3,13,46.0,4326.0,253.0
model04,0.1,32,84.2,7330.0,196.0
model04,1.8,19,50.7,4677.0,749.0
model04,1.0,18,50.8,4663.0,530.0
model04,0.2,32,83.4,6627.0,284.0
model04,0.6,34,88.0,7846.0,534.0
model04,0.9,7,34.7,3263.0,399.0
model04,0.2,22,62.5,5278.0,244.0
model04,0.4,22,63.4,5726.0,339.0
model04,1.8,30,71.6,6987.0,917.0
model04,1.0,7,34.2,3218.0,426.0
model04,0.6,27,72.8,6562.0,456.0
model04,0.7,24,63.5,6064.0,453.0
model04,1.7,19,52.7,4925.0,730.0
model04,1.5,11,40.5,3402.0,628.0
model04,1.9,22,59.1,5386.0,837.0
model04,1.4,23,62.6,5570.0,719.0
model04,1.5,33,84.7,6512.0,1027.0
model04,1.3,30,70.1,5452.0,795.0
model04,1.1,17,51.6,4667.0,538.0
model04,1.1,15,42.4,3984.0,489.0
model04,0.8,27,80.2,7256.0,581.0
model04,0.8,31,86.8,5621.0,653.0
model04,0.8,1,23.2,2211.0,328.0
model04,1.2,13,43.6,3880.0,513.0
model04,0.1,3,23.0,2273.0,112.0
model04,0.4,1,23.6,2326.0,225.0
model04,0.7,2,24.0,2314.0,312.0
model04,1.7,30,72.0,6760.0,880.0
model04,1.1,5,24.2,2372.0,396.0
model04,1.9,13,40.7,3853.0,691.0
model04,0.0,17,51.4,5006.0,57.0
model04,0.0,23,63.8,6124.0,61.0
model04,1.6,34,76.0,5483.0,819.0
model04,0.5,23,64.2,5947.0,381.0
model04,1.6,6,32.0,2969.0,576.0
model04,0.9,19,50.9,4760.0,475.0
model04,0.7,11,41.6,3316.0,369.0
model04,0.6,31,88.0,6437.0,525.0
model04,0.4,12,43.2,3877.0,276.0
model04,1.1,19,51.5,4771.0,529.0
model04,1.2,15,43.4,3892.0,513.0
model04,1.3,19,50.4,4579.0,621.0
model04,0.1,31,84.3,6353.0,197.0
model04,1.4,30,75.4,6231.0,872.0
model04,0.1,30,73.8,6921.0,186.0
model04,1.5,16,50.3,4024.0,683.0
model04,2.0,1,24.6,2336.0,575.0
model04,0.6,21,67.1,5325.0,428.0
model04,0.6,2,25.8,2451.0,290.0
model04,0.7,35,84.9,7563.0,638.0
model04,1.6,29,75.4,6601.0,954.0
model04,1.9,25,59.4,5721.0,834.0
model04,1.9,18,52.9,4921.0,803.0
model04,1.1,8,31.7,3081.0,418.0
model04,1.0,21,61.5,4983.0,576.0
model04,1.6,4,25.4,2516.0,506.0
model04,0.2,3,22.6,2223.0,153.0
model04,1.8,11,42.0,3538.0,687.0
model04,1.0,11,43.6,3801.0,471.0
model04,1.1,13,42.5,3933.0,493.0
model04,0.9,28,73.0,6097.0,706.0
model04,0.4,26,76.3,5984.0,368.0
model04,1.0,27,71.9,6431.0,628.0
model04,0.5,20,48.1,4724.0,338.0
model04,1.9,20,52.9,4906.0,784.0
model04,1.8,17,50.7,4635.0,753.0
model04,0.6,35,88.1,8116.0,532.0
model04,1.4,12,41.5,3821.0,587.0
model04,0.8,14,42.7,4063.0,399.0
model04,0.8,7,31.7,3037.0,365.0
model04,0.8,33,86.1,7153.0,653.0
model04,0.4,6,34.1,3060.0,252.0
model04,0.8,9,31.7,3048.0,368.0
model04,1.2,17,53.0,4466.0,569.0
model04,0.1,6,32.3,2984.0,123.0
model04,0.5,24,64.2,6064.0,378.0
model04,1.6,26,75.4,6174.0,936.0
model04,1.7,21,61.4,4921.0,806.0
model04,1.7,8,33.6,3195.0,570.0
model04,0.5,5,24.8,2396.0,261.0
model04,1.1,11,42.7,3513.0,490.0
model04,0.3,31,83.2,6371.0,338.0
model04,0.4,8,34.0,3164.0,253.0
model04,1.6,22,64.5,5896.0,811.0
model04,0.4,5,23.6,2276.0,224.0
model04,0.1,8,32.3,3091.0,123.0
model04,0.1,35,84.2,7826.0,199.0
model04,1.6,20,52.2,4975.0,715.0
model04,0.3,7,33.5,3177.0,220.0
model04,1.5,13,40.4,3669.0,617.0
model04,0.5,21,64.1,4994.0,379.0
model04,1.2,28,72.6,5932.0,706.0
model04,1.9,2,26.1,2495.0,564.0
model04,0.1,24,61.8,5692.0,169.0
model04,1.1,12,42.9,3883.0,490.0
model04,0.3,14,46.7,4336.0,251.0
model04,0.1,10,32.2,3117.0,123.0
model04,0.0,28,74.9,7016.0,64.0
model04,0.1,28,73.8,6781.0,186.0
model04,0.3,10,33.5,3221.0,221.0
model04,1.3,26,69.7,4204.0,791.0
model04,1.1,1,24.2,2417.0,395.0
model04,0.0,31,84.5,7720.0,66.0
model04,1.1,18,51.9,4793.0,541.0
model04,0.3,32,83.3,7347.0,346.0
model04,1.4,6,31.6,2846.0,520.0
model04,1.5,20,50.4,4660.0,704.0
model04,2.0,28,72.7,6653.0,962.0
model04,0.2,9,32.0,3094.0,175.0
model04,1.9,17,52.9,4857.0,789.0
model04,0.5,28,74.4,7031.0,423.0
model04,0.9,8,34.7,3260.0,399.0
model04,0.8,2,23.1,2240.0,329.0
model04,0.5,32,87.0,7380.0,474.0
model04,0.8,21,63.3,5041.0,483.0
model04,0.1,22,61.9,5565.0,169.0
model04,0.0,22,63.5,6043.0,60.0
model04,1.9,24,59.3,5593.0,840.0
model04,2.0,23,61.0,5448.0,871.0
model04,0.9,35,85.9,7001.0,802.0
model04,0.5,22,64.1,5683.0,378.0
model04,1.3,18,50.2,4506.0,618.0
model04,1.2,22,62.9,5195.0,634.0
model04,1.8,26,71.7,6219.0,906.0
model04,2.0,8,31.1,2951.0,619.0
model04,1.9,33,79.7,7527.0,989.0
model04,1.8,14,41.8,3918.0,684.0
model04,0.6,20,51.0,4742.0,377.0
model04,1.3,12,41.1,3784.0,557.0
model04,1.4,16,50.2,4329.0,644.0
model04,1.9,9,31.8,3053.0,604.0
model04,1.0,16,50.8,4135.0,532.0
model04,1.9,31,79.5,6746.0,985.0
model04,0.9,29,73.1,6219.0,700.0
model04,1.2,8,30.7,2876.0,449.0
model04,0.5,13,42.5,4048.0,317.0
model04,1.5,1,25.5,2524.0,485.0
model04,0.9,9,34.7,3316.0,402.0
model04,1.3,23,63.7,5785.0,704.0
model04,0.0,27,74.9,6907.0,65.0
model04,1.5,32,85.0,6377.0,1034.0
model04,0.4,31,87.2,6474.0,392.0
model04,1.8,5,25.5,2495.0,544.0
model04,1.6,8,32.0,3107.0,575.0
model04,1.7,6,33.7,3002.0,584.0
model04,0.5,2,24.9,2393.0,262.0
model04,1.3,4,24.8,2497.0,441.0
model04,0.6,7,32.6,3104.0,316.0
model04,1.7,2,26.5,2604.0,531.0
model04,1.2,31,81.9,5150.0,761.0
model04,1.6,3,25.4,2526.0,502.0
model04,0.9,32,86.0,6413.0,793.0
model04,1.7,31,81.8,7232.0,966.0
model04,1.0,33,85.6,8020.0,733.0
model04,2.0,5,24.9,2367.0,568.0
model04,0.4,4,23.6,2288.0,227.0
model04,1.2,14,43.5,3886.0,513.0
model04,0.7,21,63.9,4944.0,451.0
model04,0.9,23,61.5,5688.0,530.0
model04,1.6,11,40.6,3700.0,644.0
model04,0.6,11,41.5,3475.0,341.0
model04,1.0,23,61.5,5979.0,587.0
model04,0.3,34,83.4,7787.0,344.0
model04,0.7,32,84.8,7440.0,638.0
model04,1.2,6,30.7,2764.0,450.0
model04,0.6,9,32.6,3130.0,315.0
model04,2.0,21,61.2,5287.0,874.0
model04,1.4,4,25.0,2492.0,467.0
model04,0.3,23,62.2,5635.0,299.0
model04,1.4,2,25.0,2502.0,459.0
model04,0.9,30,73.0,6419.0,706.0
model04,1.8,35,83.1,7916.0,994.0
model04,1.5,34,84.0,6614.0,1032.0
model04,0.8,13,42.8,4002.0,403.0
model04,1.8,32,83.0,7423.0,985.0
model04,0.9,27,73.0,5947.0,706.0
model04,0.7,17,51.6,4681.0,404.0
model04,0.3,11,47.1,3850.0,249.0
model04,1.8,33,83.0,7866.0,990.0
model04,1.3,35,82.7,6537.0,866.0
model04,0.5,33,86.9,7787.0,478.0
model04,1.4,25,62.3,5810.0,724.0
model04,1.6,18,52.3,4879.0,716.0
model04,0.4,15,43.2,4070.0,275.0
model04,1.8,18,50.7,4845.0,748.0
model04,1.7,14,40.6,3883.0,649.0
model04,2.0,4,24.6,2374.0,569.0
model04,1.9,3,26.1,2531.0,568.0
model04,0.6,10,32.7,3145.0,316.0
model04,1.3,13,41.1,3877.0,553.0
model04,1.7,25,60.8,5865.0,806.0
model04,1.7,33,81.7,7572.0,959.0
model04,0.3,30,75.4,7240.0,329.0
model04,0.5,30,74.1,7289.0,428.0
model04,0.8,17,53.7,4917.0,450.0
model04,0.2,29,74.8,6660.0,266.0
model04,0.1,18,52.9,4986.0,151.0
model04,1.0,9,34.2,3303.0,428.0
model04,0.0,19,51.5,4998.0,57.0
model04,0.9,12,41.8,3792.0,429.0
model04,1.3,14,41.1,3865.0,555.0
model04,0.0,34,84.8,8250.0,65.0
model04,0.5,26,74.3,6506.0,422.0
model04,1.5,17,50.3,4449.0,685.0
model04,0.9,3,25.5,2538.0,355.0
model04,0.7,10,31.6,3063.0,340.0
model04,1.3,28,69.8,5170.0,795.0
model04,1.0,1,24.7,2468.0,377.0
model04,0.9,17,51.0,4586.0,475.0
model04,1.0,26,71.9,5631.0,629.0
model04,0.6,14,41.4,3954.0,341.0
model04,0.9,18,50.9,4757.0,479.0
model04,1.2,25,62.4,5492.0,627.0
model04,1.7,27,71.8,6481.0,877.0
model04,1.0,13,43.6,4048.0,473.0
model04,1.6,35,76.0,5461.0,811.0
model04,1.4,29,75.8,6248.0,869.0
model04,0.1,14,42.4,4002.0,139.0
model04,0.1,1,23.1,2309.0,111.0
model04,0.2,30,74.7,6673.0,268.0
model04,1.9,16,52.9,4638.0,804.0
model04,2.0,3,24.6,2389.0,565.0
model04,0.0,12,41.7,3939.0,53.0
model04,0.2,19,56.1,5158.0,222.0
model04,2.0,6,31.0,2811.0,639.0
model04,1.6,28,75.3,6666.0,959.0
model04,0.2,34,83.4,7046.0,285.0
model04,0.3,4,23.9,2340.0,197.0
model04,1.2,5,23.6,2333.0,409.0
model04,0.9,34,86.0,6843.0,806.0
model04,1.5,19,50.4,4649.0,688.0
model04,1.7,32,81.7,7758.0,959.0
model04,0.6,1,25.9,2509.0,293.0
model04,0.6,25,67.2,6341.0,425.0
model04,0.1,7,32.3,3073.0,124.0
model04,0.7,31,84.4,6994.0,634.0
model04,0.2,28,74.6,6518.0,265.0
model04,0.1,27,73.8,6660.0,186.0
model04,0.2,25,62.6,5439.0,247.0
model04,1.2,24,62.6,5584.0,629.0
model04,0.4,27,76.2,6686.0,373.0
model04,1.5,18,50.3,4586.0,690.0
model04,1.0,4,24.7,2444.0,380.0
model04,0.5,17,48.1,4649.0,336.0
model04,1.4,22,62.8,5731.0,730.0
model04,0.6,32,88.0,7797.0,527.0
model04,0.7,16,51.9,4166.0,406.0
model04,0.4,17,51.8,4746.0,301.0
model04,0.0,10,31.2,3050.0,51.0
model04,1.7,1,26.5,2560.0,539.0
model04,0.1,5,23.0,2264.0,111.0
model04,1.3,25,64.0,5947.0,704.0
model04,1.4,3,25.0,2497.0,462.0
model04,0.3,35,83.4,7807.0,346.0
model04,1.8,7,33.6,3200.0,601.0
model04,1.5,9,31.4,3025.0,571.0
model04,1.9,12,40.7,3845.0,702.0
model04,0.5,18,48.1,4695.0,338.0
model04,1.0,29,71.6,6706.0,635.0
model04,1.4,21,63.1,5249.0,719.0
model04,0.0,9,31.3,3043.0,50.0
model04,0.9,11,41.9,3415.0,427.0
model04,1.8,15,41.8,3987.0,685.0
model04,0.2,5,22.6,2240.0,156.0
model04,0.2,12,47.0,4197.0,203.0
model04,0.6,28,72.7,6781.0,457.0
model04,1.0,6,34.1,3073.0,426.0
model04,0.6,15,41.3,3933.0,346.0
model04,0.6,24,67.2,6141.0,427.0
model04,1.8,6,33.7,3190.0,609.0
model04,0.2,8,32.0,3063.0,172.0
model04,1.5,35,83.4,6582.0,1030.0
model04,1.7,9,33.6,3190.0,573.0
model04,0.4,35,87.4,7927.0,399.0
model04,0.6,29,72.7,6921.0,462.0
model04,0.5,31,86.9,6389.0,472.0
model04,0.5,4,24.8,2410.0,262.0
model04,0.1,34,84.2,7968.0,199.0
model04,0.0,6,31.4,2811.0,51.0
model04,1.5,29,76.2,5483.0,921.0
model04,0.5,25,64.2,6048.0,379.0
model04,0.4,21,63.4,5061.0,339.0
model04,0.7,28,76.6,7115.0,506.0
model04,0.1,29,73.8,6900.0,186.0
model04,0.8,26,80.1,6146.0,560.0
model04,0.0,16,51.4,4476.0,56.0
model04,1.2,33,81.0,6135.0,771.0
model04,1.2,7,30.7,2848.0,447.0
model04,1.2,18,53.0,4579.0,568.0
model04,0.4,2,23.6,2307.0,223.0
model04,1.1,20,51.4,4805.0,538.0
model04,0.3,21,62.3,5191.0,295.0
model04,0.7,29,76.8,7240.0,514.0
model04,0.4,25,63.5,6016.0,339.0
model04,1.0,24,61.6,5937.0,578.0
model04,1.8,23,62.3,5835.0,842.0
model04,1.1,10,31.7,3081.0,416.0
model04,1.1,3,24.2,2393.0,393.0
model04,1.9,7,31.8,3030.0,610.0
model04,1.5,30,76.2,5927.0,895.0
model04,0.5,7,32.3,3063.0,282.0
model04,0.4,16,51.9,4258.0,300.0
model04,0.6,19,50.9,4768.0,371.0
model04,1.0,15,43.4,4156.0,471.0
model04,1.5,5,25.5,2531.0,485.0
model04,2.0,31,82.0,7440.0,1046.0
model04,1.7,18,52.8,4925.0,731.0
model04,0.8,4,23.1,2245.0,329.0
model04,0.8,6,31.8,2997.0,369.0
model04,1.7,26,71.8,5896.0,881.0
model04,2.0,18,51.5,4728.0,800.0
model04,0.2,27,74.7,6265.0,264.0
model04,0.8,12,42.9,3904.0,401.0
model04,0.7,5,23.9,2314.0,312.0
model04,0.3,12,47.0,4261.0,252.0
model04,0.3,29,75.2,7061.0,328.0
model04,1.9,27,70.8,6306.0,926.0
model04,1.1,23,62.3,5654.0,596.0
model04,0.8,29,79.9,7281.0,573.0
model04,0.6,23,67.3,6225.0,427.0
model04,0.4,3,23.6,2293.0,225.0
model04,0.9,21,61.6,5181.0,527.0
model04,1.9,35,79.9,7536.0,987.0
model04,0.4,20,51.7,4842.0,300.0
model04,0.1,17,52.9,4749.0,149.0
model04,1.1,32,80.0,6801.0,733.0
