model,NaCl_Percent,Rep,RAW_Temp,M_Temp,EC
model02,1.6,17,52.3,4402.0,704.0
model02,2.0,14,40.4,3856.0,647.0
model02,0.8,10,31.9,3107.0,355.0
model02,0.6,15,41.7,4030.0,335.0
model02,0.3,19,55.5,5121.0,268.0
model02,0.4,5,23.6,2350.0,218.0
model02,0.9,1,25.7,2589.0,345.0
model02,0.5,24,64.0,6086.0,376.0
model02,1.8,9,33.9,3258.0,572.0
model02,1.8,32,82.3,7654.0,963.0
model02,1.0,22,62.1,5692.0,557.0
model02,1.0,5,24.8,2490.0,375.0
model02,0.4,35,86.8,8009.0,383.0
model02,1.1,24,61.7,5765.0,569.0
model02,0.6,30,72.3,6921.0,438.0
model02,1.4,9,31.5,3048.0,511.0
model02,1.8,24,61.8,5850.0,807.0
model02,1.3,32,82.2,6048.0,823.0
model02,1.2,29,72.1,6283.0,675.0
model02,0.5,8,31.9,3089.0,279.0
model02,2.0,15,40.5,3821.0,649.0
model02,0.8,18,53.7,5022.0,429.0
model02,0.5,2,25.3,2483.0,257.0
model02,1.1,18,52.6,4816.0,517.0
model02,1.8,27,72.8,6801.0,888.0
model02,1.0,4,24.8,2470.0,372.0
model02,1.1,11,43.2,3621.0,469.0
model02,1.1,3,24.3,2449.0,381.0
model02,1.2,21,64.1,4898.0,623.0
model02,0.8,22,65.1,5810.0,471.0
model02,1.4,12,41.5,3927.0,575.0
model02,1.6,25,65.0,6174.0,788.0
model02,0.8,19,53.7,5101.0,426.0
model02,1.7,13,40.5,3839.0,608.0
model02,0.0,35,83.6,8160.0,66.0
model02,1.6,32,74.3,5421.0,723.0
model02,1.0,18,51.5,4786.0,522.0
model02,1.8,16,51.2,4572.0,706.0
model02,0.5,33,87.5,8062.0,467.0
model02,0.4,15,43.3,4125.0,273.0
model02,0.2,5,22.7,2238.0,152.0
model02,1.6,13,41.1,3889.0,613.0
model02,1.7,3,26.9,2675.0,506.0
model02,1.7,28,72.7,6843.0,841.0
model02,0.7,13,42.1,3993.0,359.0
model02,0.6,32,88.2,7937.0,515.0
model02,0.7,15,42.0,3981.0,363.0
model02,0.7,16,52.2,4432.0,398.0
model02,0.2,28,73.9,6673.0,258.0
model02,0.1,7,32.3,3171.0,123.0
model02,0.7,27,80.2,7501.0,503.0
model02,1.8,10,32.0,3268.0,571.0
model02,1.9,8,31.4,3063.0,568.0
model02,2.0,27,72.5,6462.0,915.0
model02,1.2,14,44.2,4048.0,497.0
model02,1.1,6,31.1,2971.0,401.0
model02,1.8,29,72.6,6928.0,879.0
model02,0.0,3,25.3,2553.0,49.0
model02,0.2,17,57.2,5006.0,221.0
model02,1.7,1,26.9,2665.0,515.0
model02,0.5,18,48.1,4695.0,329.0
model02,0.1,33,86.2,8095.0,194.0
model02,0.4,32,86.6,8216.0,384.0
model02,0.5,20,48.1,4834.0,330.0
model02,1.7,35,83.0,7710.0,937.0
model02,2.0,34,81.9,7599.0,1006.0
model02,0.3,25,63.1,6022.0,290.0
model02,1.1,27,71.8,6254.0,640.0
model02,1.9,15,40.8,3909.0,652.0
model02,0.5,6,31.8,2858.0,274.0
model02,1.8,30,72.4,6914.0,886.0
model02,0.4,7,34.4,3297.0,249.0
model02,1.0,27,73.2,6673.0,613.0
model02,1.6,8,32.1,3156.0,565.0
model02,0.5,15,42.3,4039.0,307.0
model02,0.5,16,48.1,4320.0,324.0
model02,0.7,12,42.2,3874.0,361.0
model02,0.2,12,46.7,4365.0,201.0
model02,0.6,26,71.7,6064.0,440.0
model02,1.5,31,92.6,6531.0,1026.0
model02,0.0,19,51.5,5065.0,58.0
model02,1.3,22,62.8,5746.0,680.0
model02,0.0,14,41.6,4033.0,53.0
model02,0.1,12,43.2,4024.0,136.0
model02,0.4,14,43.3,4051.0,272.0
model02,0.8,11,43.3,3883.0,391.0
model02,2.0,23,61.9,5731.0,839.0
model02,0.8,14,43.3,4172.0,389.0
model02,0.1,16,52.8,4359.0,147.0
model02,1.6,10,32.1,3187.0,562.0
model02,0.6,5,26.2,2572.0,288.0
model02,0.4,10,34.4,3313.0,249.0
model02,1.9,19,53.1,5002.0,747.0
model02,0.2,3,22.7,2273.0,153.0
model02,0.7,17,52.1,4771.0,401.0
model02,0.9,11,42.1,3746.0,407.0
model02,0.9,28,72.8,6413.0,674.0
model02,1.9,10,31.6,3099.0,569.0
model02,0.7,7,31.8,3020.0,327.0
model02,0.4,23,63.1,5751.0,329.0
model02,0.5,9,32.0,3130.0,276.0
model02,0.0,6,32.1,3043.0,51.0
model02,1.7,26,73.2,5968.0,840.0
model02,0.0,4,25.3,2546.0,49.0
model02,0.8,34,87.3,7846.0,627.0
model02,0.6,12,41.6,3930.0,334.0
model02,1.5,8,31.7,3094.0,542.0
model02,0.0,27,74.0,6808.0,63.0
model02,1.3,34,82.4,6653.0,822.0
model02,2.0,11,40.5,3689.0,644.0
model02,0.6,14,41.7,4002.0,332.0
model02,1.5,1,25.5,2543.0,454.0
model02,1.8,3,25.7,2572.0,517.0
model02,1.5,26,76.0,4226.0,865.0
model02,1.7,25,62.3,5984.0,778.0
model02,1.3,12,41.2,3821.0,540.0
model02,2.0,21,62.2,5057.0,836.0
model02,1.9,6,31.4,2928.0,569.0
model02,0.7,21,65.8,5565.0,447.0
model02,1.3,23,62.9,5937.0,676.0
model02,1.6,27,75.2,6191.0,929.0
model02,0.7,30,79.5,7645.0,501.0
model02,0.9,18,51.6,4760.0,460.0
model02,0.2,9,32.0,3104.0,171.0
model02,2.0,33,82.1,7673.0,1007.0
model02,1.3,14,41.1,3942.0,541.0
model02,1.7,32,83.8,7581.0,928.0
model02,1.1,21,61.4,4940.0,568.0
model02,1.3,15,41.0,3921.0,537.0
model02,0.4,13,43.3,4045.0,272.0
model02,0.8,23,65.0,6059.0,472.0
model02,0.8,3,23.5,2307.0,317.0
model02,1.4,24,64.3,5974.0,712.0
model02,1.2,23,63.9,5538.0,619.0
model02,1.1,20,52.3,4917.0,527.0
model02,1.6,4,25.4,2560.0,486.0
model02,0.1,22,62.6,5717.0,166.0
model02,1.5,12,41.0,3755.0,610.0
model02,0.7,32,85.0,7138.0,613.0
model02,0.6,3,26.3,2587.0,286.0
model02,0.3,10,33.5,3221.0,216.0
model02,0.5,21,63.9,4944.0,362.0
model02,1.3,16,50.0,4375.0,596.0
model02,0.2,6,32.0,3002.0,171.0
model02,0.8,12,43.4,4070.0,390.0
model02,0.7,35,84.2,7627.0,615.0
model02,2.0,17,52.8,4948.0,761.0
model02,0.6,28,71.9,6808.0,440.0
model02,1.6,28,75.3,6407.0,220.0
model02,1.2,15,44.2,4033.0,499.0
model02,0.0,28,74.0,6987.0,64.0
model02,0.3,34,84.6,7876.0,336.0
model02,1.9,30,70.8,6726.0,890.0
model02,1.4,16,51.1,4365.0,633.0
model02,1.0,11,43.4,3755.0,449.0
model02,1.0,25,61.9,5865.0,553.0
model02,0.9,2,25.7,2580.0,347.0
model02,1.5,34,91.0,7338.0,1051.0
model02,1.1,9,31.3,3081.0,402.0
model02,0.0,24,62.5,6064.0,60.0
model02,0.1,31,86.0,6914.0,193.0
model02,1.0,32,90.6,8062.0,712.0
model02,0.0,23,62.4,5953.0,61.0
model02,0.4,27,78.3,6994.0,369.0
model02,1.3,4,24.7,2514.0,428.0
model02,0.8,32,87.8,7581.0,631.0
model02,1.4,25,64.1,5963.0,706.0
model02,1.2,11,44.4,3874.0,501.0
model02,1.4,26,80.2,5515.0,869.0
model02,1.1,1,24.4,2413.0,380.0
model02,1.2,13,44.3,4024.0,498.0
model02,0.6,7,32.9,3210.0,305.0
model02,0.8,27,79.4,7069.0,565.0
model02,0.9,34,85.6,7099.0,756.0
model02,1.3,33,82.1,6512.0,819.0
model02,1.8,15,42.1,4042.0,649.0
model02,0.6,20,51.3,4842.0,365.0
model02,1.5,5,25.5,2570.0,471.0
model02,1.7,33,83.6,7999.0,936.0
model02,1.1,34,77.8,7054.0,679.0
model02,0.7,23,65.6,6236.0,445.0
model02,0.6,17,51.3,4656.0,365.0
model02,1.2,7,30.8,2916.0,431.0
model02,1.0,26,73.4,6335.0,614.0
model02,0.4,9,34.4,3313.0,249.0
model02,0.5,3,25.3,2475.0,257.0
model02,1.6,1,25.4,2563.0,489.0
model02,0.9,29,72.1,6506.0,667.0
model02,0.3,12,47.7,4326.0,248.0
model02,0.8,28,79.6,7608.0,557.0
model02,0.3,2,24.1,2345.0,191.0
model02,1.0,16,51.5,4290.0,517.0
model02,1.9,23,58.9,5430.0,789.0
model02,1.5,35,90.3,7380.0,1041.0
model02,1.4,2,24.9,2543.0,445.0
model02,0.4,29,77.9,7138.0,364.0
model02,0.0,26,73.9,5984.0,64.0
model02,0.1,6,32.3,3032.0,122.0
model02,1.0,17,51.5,4695.0,521.0
model02,0.7,9,31.7,3091.0,333.0
model02,2.0,9,31.0,2954.0,588.0
model02,2.0,5,24.6,2461.0,532.0
model02,0.3,8,33.5,3221.0,216.0
model02,0.8,35,87.0,7807.0,629.0
model02,0.2,26,73.7,5860.0,254.0
model02,0.4,6,34.4,3171.0,249.0
model02,1.5,6,31.7,3022.0,517.0
model02,1.7,8,34.1,3287.0,557.0
model02,1.3,28,70.6,5236.0,737.0
model02,0.3,18,55.7,5162.0,266.0
model02,0.9,8,34.5,3364.0,387.0
model02,0.3,15,47.8,4462.0,252.0
model02,1.6,22,65.4,5850.0,783.0
model02,0.4,21,62.9,5166.0,330.0
model02,0.0,32,83.3,7654.0,67.0
model02,0.7,18,52.1,4853.0,394.0
model02,1.0,30,72.8,6943.0,613.0
model02,0.5,32,87.6,8073.0,464.0
model02,1.6,29,75.2,6347.0,927.0
model02,2.0,22,62.1,5607.0,841.0
model02,0.1,25,62.4,5830.0,164.0
model02,1.0,24,61.9,5875.0,553.0
model02,1.0,12,43.4,4107.0,463.0
model02,1.6,34,73.0,5211.0,749.0
model02,2.0,28,72.5,6666.0,912.0
model02,1.5,13,40.9,3833.0,608.0
model02,1.8,28,72.6,6943.0,894.0
model02,0.4,28,78.1,7130.0,368.0
model02,1.9,4,26.4,2611.0,537.0
model02,0.5,5,25.2,2487.0,257.0
model02,1.2,27,73.0,5825.0,680.0
model02,1.7,21,62.6,5154.0,776.0
model02,0.9,10,34.9,3351.0,388.0
model02,1.6,11,41.2,3607.0,626.0
model02,1.8,2,25.8,2575.0,521.0
model02,2.0,16,52.9,4681.0,755.0
model02,0.0,9,32.0,3135.0,52.0
model02,0.1,18,52.7,4948.0,149.0
model02,1.9,1,26.5,2485.0,540.0
model02,1.8,31,82.1,6972.0,960.0
model02,0.0,34,83.4,7947.0,65.0
model02,0.0,21,62.5,5162.0,60.0
model02,0.1,35,85.7,8041.0,195.0
model02,1.7,16,54.5,4482.0,710.0
model02,0.5,11,42.3,3588.0,302.0
model02,1.4,5,25.0,2548.0,449.0
model02,0.1,28,74.1,6850.0,180.0
model02,0.5,13,42.3,3987.0,304.0
model02,0.2,29,74.0,6726.0,260.0
model02,2.0,31,82.2,7193.0,997.0
model02,0.5,19,48.1,4786.0,322.0
model02,0.3,28,73.8,6836.0,313.0
model02,0.6,16,51.4,4220.0,362.0
model02,0.9,20,51.5,4782.0,463.0
model02,0.5,1,25.4,2408.0,255.0
model02,0.0,25,62.9,6032.0,60.0
model02,0.3,26,73.9,5650.0,310.0
model02,2.0,32,82.2,7701.0,999.0
model02,0.9,35,85.8,7200.0,759.0
model02,0.8,21,65.3,5145.0,475.0
model02,2.0,26,72.6,5697.0,937.0
model02,1.6,15,41.0,3918.0,619.0
model02,1.5,22,59.6,5386.0,735.0
model02,0.1,30,74.0,6686.0,178.0
model02,1.2,26,73.2,5452.0,678.0
model02,0.2,14,47.0,4329.0,200.0
model02,1.1,33,77.6,7001.0,682.0
model02,1.9,31,81.3,6885.0,977.0
model02,0.5,14,42.3,4066.0,308.0
model02,1.5,20,50.6,4681.0,671.0
model02,1.0,33,90.3,8367.0,712.0
model02,0.7,1,24.4,2381.0,299.0
model02,1.3,27,71.1,5329.0,749.0
model02,0.7,2,24.3,2396.0,304.0
model02,1.9,12,40.9,3865.0,652.0
model02,1.2,12,44.4,3966.0,499.0
model02,0.3,20,55.4,5186.0,268.0
model02,0.1,20,52.8,4860.0,147.0
model02,1.8,18,51.1,4860.0,707.0
model02,0.0,30,74.3,7046.0,65.0
model02,0.2,1,22.7,2319.0,152.0
model02,1.0,34,90.0,8526.0,710.0
model02,1.2,35,85.1,6979.0,751.0
model02,0.8,4,23.5,2314.0,320.0
model02,1.8,13,42.3,4002.0,654.0
model02,1.8,21,61.5,5117.0,803.0
model02,1.4,20,50.5,4827.0,624.0
model02,1.0,23,62.0,5896.0,553.0
model02,1.5,28,76.0,5368.0,872.0
model02,0.6,8,32.9,3197.0,307.0
model02,1.7,34,83.3,7957.0,946.0
model02,1.6,3,25.4,2560.0,483.0
model02,1.6,12,41.2,3859.0,621.0
model02,0.2,8,31.9,3053.0,174.0
model02,1.5,23,59.7,5603.0,732.0
model02,1.8,4,25.7,2575.0,517.0
model02,1.6,24,65.2,5911.0,788.0
model02,0.4,20,52.6,5033.0,297.0
model02,1.7,15,40.6,3918.0,613.0
model02,0.6,24,66.2,6202.0,415.0
model02,1.1,35,78.0,7107.0,687.0
model02,0.5,29,74.0,6857.0,415.0
model02,1.6,5,25.4,2560.0,487.0
model02,1.1,32,77.5,6794.0,690.0
model02,1.9,26,71.0,5810.0,883.0
model02,0.7,33,84.6,7787.0,600.0
model02,0.4,19,52.7,5045.0,298.0
model02,2.0,1,24.6,2463.0,538.0
model02,0.2,13,47.0,4281.0,200.0
model02,0.2,7,32.0,3083.0,169.0
model02,0.7,28,79.9,7492.0,501.0
model02,0.3,24,63.3,5974.0,292.0
model02,0.3,14,47.9,4472.0,249.0
model02,1.9,13,40.7,3883.0,647.0
model02,0.4,2,23.6,2352.0,218.0
model02,1.6,6,32.1,3007.0,573.0
model02,0.5,34,87.4,8127.0,463.0
model02,1.2,25,63.8,5697.0,615.0
model02,1.7,20,54.0,5065.0,701.0
model02,0.0,7,32.0,3130.0,52.0
model02,1.3,19,49.8,4600.0,598.0
model02,0.6,25,66.6,6288.0,414.0
model02,0.4,24,63.1,5717.0,333.0
model02,1.5,16,50.7,4042.0,670.0
model02,0.9,13,42.0,3865.0,417.0
model02,0.1,15,43.2,4021.0,139.0
model02,0.2,10,31.9,3096.0,171.0
model02,1.0,2,24.8,2473.0,372.0
model02,1.5,24,59.6,5650.0,728.0
model02,1.6,9,32.2,3166.0,567.0
model02,2.0,7,31.0,2992.0,586.0
model02,1.9,29,70.7,6633.0,892.0
model02,1.8,8,34.0,3263.0,574.0
model02,0.2,23,63.1,5456.0,238.0
model02,1.4,18,50.8,4782.0,626.0
model02,1.9,18,53.2,4998.0,757.0
model02,1.4,3,25.0,2533.0,455.0
model02,0.9,4,25.7,2570.0,349.0
model02,1.9,9,31.6,3083.0,556.0
model02,1.1,7,31.2,3071.0,401.0
model02,0.8,6,32.0,2903.0,360.0
model02,1.4,17,51.2,4603.0,630.0
model02,1.2,34,85.3,6843.0,757.0
model02,0.6,34,88.2,8367.0,520.0
model02,1.1,23,61.6,5741.0,569.0
model02,1.2,33,85.7,6588.0,756.0
model02,0.3,7,33.3,3203.0,216.0
model02,1.8,35,82.7,8062.0,974.0
model02,1.4,19,50.6,4757.0,621.0
model02,0.7,24,65.4,5937.0,440.0
model02,0.7,25,65.3,6064.0,443.0
model02,1.1,16,52.7,4395.0,526.0
model02,1.2,2,23.7,2377.0,398.0
model02,1.6,30,75.4,6601.0,917.0
model02,1.4,27,79.9,6620.0,857.0
model02,1.1,10,31.4,3102.0,401.0
model02,0.8,29,80.0,7536.0,559.0
model02,1.2,3,23.7,2381.0,396.0
model02,0.3,29,73.7,6900.0,315.0
model02,1.7,18,54.2,5077.0,707.0
model02,0.9,22,62.9,5669.0,515.0
model02,1.6,2,25.4,2558.0,484.0
model02,1.9,25,58.8,5603.0,792.0
model02,1.1,26,71.8,5443.0,640.0
model02,2.0,20,52.4,4913.0,767.0
model02,1.8,33,82.5,7758.0,965.0
model02,0.2,31,85.2,6431.0,278.0
model02,0.6,18,51.3,4775.0,364.0
model02,0.4,11,43.3,3865.0,274.0
model02,1.9,3,26.4,2646.0,537.0
model02,1.1,17,52.6,4688.0,538.0
model02,1.3,9,29.6,3025.0,478.0
model02,0.2,33,84.6,6767.0,278.0
model02,1.9,21,58.8,4963.0,791.0
model02,1.8,1,25.8,2563.0,513.0
model02,0.0,8,32.0,3132.0,52.0
model02,0.1,34,85.9,8052.0,195.0
model02,1.4,29,79.3,6787.0,851.0
model02,0.9,12,42.0,3874.0,415.0
model02,0.4,3,23.6,2352.0,219.0
model02,1.4,35,88.7,7710.0,923.0
model02,0.9,7,34.4,3276.0,388.0
model02,1.9,16,53.3,4586.0,771.0
model02,1.3,8,29.6,3045.0,479.0
model02,1.1,25,61.9,5805.0,578.0
model02,1.7,11,40.4,3582.0,598.0
model02,0.8,25,64.6,6119.0,474.0
model02,0.9,16,51.7,4220.0,456.0
model02,0.8,16,53.8,4547.0,428.0
model02,0.9,25,62.3,5896.0,516.0
model02,1.0,28,73.1,6836.0,611.0
model02,2.0,18,52.6,4717.0,758.0
model02,1.4,33,88.2,7590.0,914.0
model02,0.4,18,52.8,4979.0,299.0
model02,0.2,21,63.3,4929.0,239.0
model02,0.5,28,73.8,6928.0,411.0
model02,0.9,26,72.6,5236.0,669.0
model02,0.5,4,25.3,2487.0,256.0
model02,0.5,31,87.5,7289.0,466.0
model02,0.6,29,72.0,6871.0,439.0
model02,1.8,7,33.9,3197.0,577.0
model02,1.2,9,30.8,2959.0,432.0
model02,0.9,24,62.4,5785.0,515.0
model02,0.6,2,26.4,2565.0,284.0
model02,0.0,16,51.3,4541.0,59.0
model02,0.8,26,79.0,6353.0,552.0
model02,0.2,24,63.1,5612.0,239.0
model02,1.5,18,50.7,4728.0,675.0
model02,1.7,23,62.4,5942.0,764.0
model02,0.4,33,86.6,7988.0,387.0
model02,1.3,17,49.8,4544.0,594.0
model02,0.2,22,63.2,5373.0,239.0
model02,1.6,19,52.5,4967.0,669.0
model02,1.7,19,54.1,5105.0,707.0
model02,0.3,3,24.1,2285.0,189.0
model02,1.4,22,64.5,5800.0,718.0
model02,0.8,33,87.8,7896.0,630.0
model02,1.2,30,72.6,6219.0,674.0
model02,1.9,20,53.1,4975.0,747.0
model02,0.7,10,31.7,3083.0,329.0
model02,0.1,3,23.2,2319.0,114.0
model02,1.3,18,49.9,4635.0,591.0
model02,0.2,4,22.6,2271.0,154.0
model02,0.0,29,74.3,7054.0,64.0
model02,0.8,30,80.0,7527.0,553.0
model02,1.9,17,53.2,4849.0,745.0
model02,0.9,31,85.3,5958.0,750.0
model02,1.2,19,53.3,4757.0,547.0
model02,0.1,29,74.0,7001.0,179.0
model02,0.9,3,25.7,2570.0,347.0
model02,1.3,13,41.2,3901.0,547.0
model02,1.7,5,26.8,2695.0,509.0
model02,1.2,20,53.3,4808.0,550.0
model02,1.7,14,40.5,3012.0,608.0
model02,0.4,25,63.2,5654.0,333.0
model02,1.2,32,86.0,6395.0,755.0
model02,1.8,14,42.1,4057.0,657.0
model02,1.2,24,63.9,5584.0,616.0
model02,1.4,10,31.4,3063.0,505.0
model02,1.4,4,25.0,2521.0,449.0
model02,2.0,29,72.6,6928.0,931.0
model02,1.4,21,64.6,5228.0,709.0
model02,0.2,11,46.5,3895.0,197.0
model02,1.2,18,53.3,4805.0,553.0
model02,1.9,7,31.4,3048.0,571.0
model02,1.1,2,24.4,2427.0,381.0
model02,0.2,25,63.0,5692.0,239.0
model02,1.5,4,25.5,2567.0,468.0
model02,2.0,24,62.1,5756.0,842.0
model02,0.3,13,47.7,4405.0,246.0
model02,0.0,22,62.2,5855.0,61.0
model02,1.5,9,31.7,3091.0,539.0
model02,0.9,23,62.9,5810.0,512.0
model02,1.9,28,70.8,6582.0,886.0
model02,1.1,14,43.1,4085.0,471.0
model02,0.6,9,32.9,3218.0,308.0
model02,0.6,27,71.9,6808.0,438.0
model02,1.5,17,50.8,4558.0,669.0
model02,1.7,29,72.5,6871.0,843.0
model02,1.0,31,91.0,6569.0,713.0
model02,0.6,11,41.5,3735.0,333.0
model02,1.0,21,62.3,5421.0,551.0
model02,1.7,31,84.0,6794.0,947.0
model02,1.3,21,62.7,5291.0,679.0
model02,0.0,13,41.6,4030.0,54.0
model02,0.1,2,23.2,2319.0,113.0
model02,1.7,2,26.9,2670.0,513.0
model02,1.3,24,63.1,5845.0,685.0
model02,0.0,10,31.9,3145.0,51.0
model02,0.0,31,82.9,6822.0,67.0
model02,1.0,15,43.6,4264.0,454.0
model02,0.1,24,62.5,5860.0,165.0
model02,0.9,6,34.4,3145.0,384.0
model02,1.8,5,25.7,2555.0,516.0
model02,1.0,20,51.4,4382.0,521.0
model02,1.2,1,23.7,2381.0,393.0
model02,2.0,10,31.0,2992.0,584.0
model02,0.2,2,22.7,2295.0,151.0
model02,0.3,5,24.0,2379.0,192.0
model02,1.0,13,43.6,4147.0,465.0
model02,0.9,17,51.6,4681.0,460.0
model02,1.1,30,71.7,6719.0,641.0
model02,0.1,11,43.2,3918.0,136.0
model02,1.1,28,71.8,6646.0,643.0
model02,0.1,10,32.4,3182.0,124.0
model02,1.0,9,33.7,3311.0,410.0
model02,1.4,11,41.7,3824.0,570.0
model02,0.3,21,64.1,4779.0,291.0
model02,0.1,4,23.2,2324.0,112.0
model02,1.5,11,41.0,3582.0,594.0
model02,0.1,8,32.3,3169.0,124.0
model02,0.4,31,86.5,6843.0,382.0
model02,1.1,19,52.4,4742.0,523.0
model02,1.3,29,70.4,5547.0,738.0
model02,0.8,24,64.7,6086.0,471.0
model02,0.0,12,41.5,3969.0,54.0
