model,NaCl_Percent,Rep,RAW_Temp,M_Temp,EC
model01,1.3,33,82.0,6000.0,877.0
model01,1.4,12,41.7,3833.0,588.0
model01,2.0,29,72.3,6640.0,956.0
model01,0.3,16,55.1,4166.0,270.0
model01,1.3,29,72.5,5552.0,812.0
model01,0.6,7,33.0,3102.0,312.0
model01,1.6,22,65.4,6016.0,827.0
model01,1.7,27,73.9,6857.0,886.0
model01,0.7,8,31.7,3032.0,334.0
model01,0.5,21,64.0,5186.0,372.0
model01,1.4,27,80.9,6425.0,909.0
model01,0.6,16,50.9,4085.0,373.0
model01,0.0,14,41.2,3907.0,52.0
model01,0.2,23,63.3,5664.0,248.0
model01,0.7,18,52.2,4823.0,408.0
model01,0.3,10,33.2,3187.0,225.0
model01,1.3,5,24.7,2483.0,440.0
model01,0.0,28,73.6,6864.0,65.0
model01,1.6,28,74.0,5989.0,948.0
model01,1.2,27,73.7,6037.0,708.0
model01,1.4,14,41.6,3856.0,587.0
model01,0.7,29,80.6,7492.0,532.0
model01,0.1,35,87.1,8073.0,206.0
model01,0.7,4,24.5,2355.0,310.0
model01,1.2,16,53.4,4197.0,575.0
model01,1.3,26,73.6,4486.0,822.0
model01,0.8,11,42.9,3585.0,394.0
model01,0.4,33,86.0,7846.0,406.0
model01,0.1,31,87.7,8052.0,201.0
model01,0.2,3,22.8,2242.0,161.0
model01,0.3,18,54.8,5065.0,276.0
model01,1.7,4,27.0,2616.0,519.0
model01,1.1,2,24.4,2396.0,396.0
model01,1.0,15,43.2,4073.0,477.0
model01,1.9,31,82.0,6614.0,1003.0
model01,1.5,15,41.0,3815.0,623.0
model01,1.2,5,23.7,2352.0,410.0
model01,0.5,11,42.3,3865.0,308.0
model01,1.3,20,50.0,4582.0,617.0
model01,0.8,33,88.5,7457.0,669.0
model01,0.2,19,57.0,5215.0,229.0
model01,1.1,32,78.2,6518.0,714.0
model01,1.1,8,30.9,3030.0,411.0
model01,0.0,10,30.7,3055.0,50.0
model01,0.8,25,65.4,6080.0,494.0
model01,0.4,8,34.4,3276.0,259.0
model01,1.4,4,24.9,2483.0,459.0
model01,0.0,12,40.9,3856.0,52.0
model01,1.3,23,62.0,5664.0,700.0
model01,0.8,13,43.0,4030.0,399.0
model01,1.0,32,92.4,8762.0,766.0
model01,0.3,4,24.3,2166.0,198.0
model01,1.5,1,25.5,2454.0,483.0
model01,0.9,4,25.7,2499.0,361.0
model01,0.0,30,73.6,6914.0,64.0
model01,1.3,35,82.2,6450.0,882.0
model01,2.0,32,82.3,7406.0,1038.0
model01,0.1,33,87.5,8009.0,204.0
model01,1.9,2,26.6,2604.0,554.0
model01,1.1,35,77.6,6781.0,709.0
model01,1.5,10,31.7,3055.0,563.0
model01,0.6,12,41.2,3859.0,342.0
model01,1.0,27,73.4,6987.0,642.0
model01,1.6,2,25.4,2514.0,493.0
model01,0.8,35,88.4,7527.0,681.0
model01,0.0,33,82.3,7664.0,68.0
model01,0.1,13,43.0,4051.0,143.0
model01,1.3,3,24.7,2480.0,439.0
model01,0.4,22,62.6,5603.0,339.0
model01,0.7,13,42.4,3966.0,370.0
model01,0.3,20,54.5,5014.0,274.0
model01,0.4,27,78.9,6965.0,385.0
model01,0.9,11,42.3,3833.0,429.0
model01,0.6,20,51.3,4853.0,376.0
model01,1.8,18,51.3,4782.0,733.0
model01,0.2,31,84.8,6075.0,293.0
model01,1.8,4,26.0,2526.0,532.0
model01,0.3,31,85.4,6850.0,354.0
model01,1.1,33,77.9,6808.0,712.0
model01,0.8,30,76.8,7076.0,570.0
model01,0.4,25,62.8,5855.0,343.0
model01,2.0,7,30.8,2936.0,596.0
model01,1.9,28,71.3,6506.0,926.0
model01,1.7,20,54.5,5186.0,726.0
model01,1.1,3,24.4,2420.0,396.0
model01,0.9,25,62.8,5906.0,532.0
model01,1.9,18,53.3,4845.0,773.0
model01,1.7,26,73.5,5921.0,892.0
model01,1.0,23,62.8,5845.0,583.0
model01,1.8,6,32.0,2936.0,583.0
model01,0.5,30,73.7,7130.0,429.0
model01,1.1,10,31.1,3025.0,417.0
model01,0.2,6,31.9,2938.0,177.0
model01,0.7,31,86.6,6481.0,648.0
model01,1.0,22,62.9,5860.0,586.0
model01,1.3,28,73.0,5529.0,809.0
model01,0.1,12,42.9,4042.0,142.0
model01,0.1,26,74.4,6365.0,183.0
model01,1.3,4,24.7,2483.0,438.0
model01,1.3,18,49.9,4554.0,622.0
model01,1.3,17,49.9,4442.0,614.0
model01,0.6,24,65.2,6146.0,424.0
model01,0.1,8,31.8,3004.0,130.0
model01,0.8,14,43.2,4128.0,401.0
model01,1.0,18,51.5,4790.0,542.0
model01,1.6,11,41.2,3579.0,638.0
model01,1.0,19,51.6,4790.0,532.0
model01,0.2,21,63.2,4929.0,246.0
model01,0.9,30,72.4,6474.0,700.0
model01,1.4,2,24.9,2483.0,459.0
model01,0.3,24,64.3,5968.0,307.0
model01,1.2,14,44.4,4002.0,523.0
model01,1.7,32,84.6,7682.0,970.0
model01,0.4,28,78.7,6760.0,382.0
model01,1.1,5,24.4,2398.0,398.0
model01,1.3,2,24.6,2490.0,442.0
model01,0.3,25,64.2,5906.0,308.0
model01,0.5,26,73.5,6080.0,420.0
model01,0.0,3,24.0,2422.0,50.0
model01,0.7,11,42.4,3630.0,370.0
model01,1.5,4,25.5,2531.0,488.0
model01,0.5,10,31.8,3081.0,280.0
model01,2.0,31,82.1,6673.0,1023.0
model01,0.7,2,24.6,2389.0,307.0
model01,1.2,31,86.6,5860.0,807.0
model01,2.0,5,24.9,2427.0,545.0
model01,0.7,25,65.9,6174.0,460.0
model01,1.6,13,41.4,3732.0,634.0
model01,2.0,14,40.9,3798.0,667.0
model01,1.8,2,26.0,2499.0,529.0
model01,1.3,8,29.6,2979.0,504.0
model01,0.1,16,52.9,4649.0,150.0
model01,0.4,12,43.2,3981.0,282.0
model01,1.8,12,41.7,3895.0,661.0
model01,0.7,27,81.0,7739.0,532.0
model01,0.7,17,51.9,4728.0,411.0
model01,0.2,1,22.8,2269.0,158.0
model01,2.0,23,62.0,5765.0,863.0
model01,0.3,17,55.0,5022.0,274.0
model01,0.4,7,34.2,3192.0,261.0
model01,1.6,4,25.4,2519.0,495.0
model01,1.6,1,25.4,2487.0,488.0
model01,1.3,15,41.2,3912.0,560.0
model01,1.8,34,81.8,7797.0,983.0
model01,0.5,29,73.7,7115.0,426.0
model01,1.6,8,32.0,3060.0,595.0
model01,0.3,26,73.7,5875.0,321.0
model01,0.3,21,64.6,6086.0,308.0
model01,1.6,7,32.0,3094.0,578.0
model01,0.8,9,32.0,3043.0,361.0
model01,1.8,29,73.1,6972.0,919.0
model01,1.1,7,30.9,2966.0,411.0
model01,0.6,23,65.2,5712.0,428.0
model01,1.2,11,44.4,3513.0,520.0
model01,0.5,1,25.5,2420.0,260.0
model01,0.2,29,73.2,6401.0,265.0
model01,0.1,27,74.4,6829.0,184.0
model01,0.2,24,63.3,5631.0,247.0
model01,0.6,4,26.5,2550.0,293.0
model01,2.0,25,62.1,5780.0,864.0
model01,1.7,24,62.6,5916.0,803.0
model01,1.1,23,61.1,5612.0,589.0
model01,0.5,19,48.1,4757.0,339.0
model01,0.5,34,87.8,7886.0,486.0
model01,1.5,11,41.0,3680.0,618.0
model01,1.8,3,26.0,2536.0,532.0
model01,0.1,10,32.1,3122.0,129.0
model01,1.1,11,43.3,3571.0,494.0
model01,0.7,22,66.0,5911.0,464.0
model01,1.7,10,34.0,3231.0,563.0
model01,1.7,18,54.9,5081.0,730.0
model01,0.7,5,24.4,2398.0,308.0
model01,1.9,32,81.9,7492.0,1000.0
model01,1.0,20,51.5,4898.0,538.0
model01,1.2,25,63.9,5584.0,646.0
model01,0.7,30,80.5,7406.0,531.0
model01,1.3,13,41.2,3836.0,557.0
model01,2.0,11,40.5,3678.0,662.0
model01,0.6,9,33.0,3166.0,312.0
model01,0.9,35,85.5,6531.0,805.0
model01,0.9,27,72.2,5760.0,700.0
model01,1.5,22,60.4,5360.0,771.0
model01,1.0,26,73.4,6499.0,649.0
model01,1.9,24,58.9,5603.0,805.0
model01,0.6,17,51.1,4624.0,376.0
model01,0.9,13,42.3,3948.0,434.0
model01,1.6,34,76.3,5456.0,826.0
model01,0.3,2,24.4,2345.0,188.0
model01,0.7,28,80.0,7423.0,537.0
model01,0.2,15,46.0,4271.0,208.0
model01,1.6,35,75.9,5470.0,799.0
model01,1.4,25,64.7,6152.0,746.0
model01,1.9,3,26.6,2643.0,554.0
model01,0.7,15,42.3,4021.0,373.0
model01,1.4,11,41.5,3746.0,598.0
model01,1.0,4,24.9,2437.0,391.0
model01,0.3,15,47.8,4486.0,259.0
model01,1.1,22,61.0,5547.0,598.0
model01,0.4,3,23.6,2300.0,230.0
model01,1.1,18,52.9,4845.0,536.0
model01,1.1,21,60.7,5274.0,590.0
model01,0.4,6,34.2,3187.0,258.0
model01,1.9,14,40.8,3886.0,672.0
model01,0.0,17,50.4,4735.0,57.0
model01,1.2,23,63.7,5501.0,646.0
model01,0.2,25,63.4,5603.0,249.0
model01,0.3,35,86.1,7968.0,359.0
model01,0.6,5,26.5,2543.0,296.0
model01,1.7,15,40.4,3895.0,625.0
model01,1.7,29,73.3,6957.0,883.0
model01,1.1,27,71.6,6265.0,663.0
model01,1.2,3,23.7,2340.0,410.0
model01,2.0,17,53.6,4952.0,790.0
model01,0.9,21,62.8,5270.0,530.0
model01,0.1,20,52.7,4921.0,156.0
model01,1.1,31,78.5,5932.0,723.0
model01,1.7,9,34.0,3242.0,562.0
model01,0.0,25,62.1,5921.0,60.0
model01,1.0,33,92.0,8681.0,770.0
model01,1.5,26,75.9,4229.0,888.0
model01,1.6,6,31.9,2987.0,586.0
model01,0.0,18,50.9,4805.0,55.0
model01,1.5,14,41.0,3795.0,623.0
model01,0.8,8,32.0,3055.0,359.0
model01,1.6,14,41.4,3936.0,629.0
model01,1.2,6,30.9,2717.0,440.0
model01,0.0,16,50.1,4379.0,57.0
model01,0.5,17,48.1,4724.0,337.0
model01,0.7,3,24.6,2252.0,308.0
model01,2.0,30,72.4,6706.0,957.0
model01,1.7,33,84.4,7846.0,975.0
model01,1.6,25,65.5,6135.0,820.0
model01,1.8,14,42.0,4015.0,671.0
model01,0.9,19,51.7,4834.0,475.0
model01,1.5,25,60.0,5589.0,761.0
model01,1.8,31,80.6,6607.0,987.0
model01,0.5,25,63.9,6102.0,381.0
model01,1.7,1,27.1,2702.0,525.0
model01,0.8,10,32.0,3048.0,361.0
model01,1.1,1,24.4,2417.0,406.0
model01,1.6,19,50.9,4959.0,713.0
model01,1.7,2,27.1,2695.0,517.0
model01,1.3,19,50.0,4603.0,625.0
model01,0.0,34,82.4,7692.0,68.0
model01,1.8,16,51.1,4342.0,728.0
model01,0.1,14,43.0,4100.0,144.0
model01,0.1,28,74.4,6760.0,185.0
model01,1.6,21,65.4,5640.0,825.0
model01,0.4,1,23.6,2338.0,226.0
model01,0.8,21,65.6,5584.0,491.0
model01,1.4,3,24.9,2483.0,458.0
model01,0.6,18,51.2,4764.0,373.0
model01,1.9,20,53.3,4971.0,761.0
model01,0.0,6,30.0,2746.0,50.0
model01,2.0,35,82.4,7617.0,1042.0
model01,0.1,30,74.4,6914.0,184.0
model01,0.4,17,53.2,4917.0,306.0
model01,1.2,34,86.7,6787.0,812.0
model01,1.7,6,33.9,3071.0,560.0
model01,1.1,12,43.2,3948.0,492.0
model01,0.9,14,42.2,3972.0,437.0
model01,1.1,14,43.2,4039.0,495.0
model01,1.8,23,61.0,5692.0,827.0
model01,0.6,8,33.0,3153.0,311.0
model01,0.7,26,80.6,6562.0,529.0
model01,1.6,9,32.0,3060.0,586.0
model01,1.4,22,64.7,5830.0,750.0
model01,1.5,28,76.0,5304.0,917.0
model01,0.4,11,43.2,3746.0,278.0
model01,2.0,13,40.5,3895.0,662.0
model01,1.3,21,61.7,5061.0,703.0
model01,0.7,24,66.1,6097.0,464.0
model01,1.0,35,91.5,8762.0,762.0
model01,1.2,24,63.8,5529.0,646.0
model01,0.9,10,34.4,3292.0,403.0
model01,1.4,30,80.5,6965.0,908.0
model01,0.1,32,87.6,7866.0,202.0
model01,0.5,20,48.1,4764.0,336.0
model01,1.9,35,81.4,7608.0,997.0
model01,0.1,5,23.2,2278.0,117.0
model01,1.5,13,41.0,3763.0,619.0
model01,1.1,30,71.7,6633.0,665.0
model01,1.0,2,24.9,2434.0,384.0
model01,1.8,11,41.7,3652.0,660.0
model01,0.3,1,24.4,2345.0,199.0
model01,0.6,29,71.4,6726.0,460.0
model01,1.1,17,52.9,4753.0,538.0
model01,0.5,22,64.0,5840.0,376.0
model01,1.2,35,86.6,7076.0,806.0
model01,0.1,24,62.8,5835.0,174.0
model01,1.4,23,64.8,5979.0,740.0
model01,0.9,9,34.2,3297.0,401.0
model01,0.5,23,64.0,5840.0,381.0
model01,0.0,32,82.1,7475.0,68.0
model01,0.4,20,53.1,4805.0,306.0
model01,0.9,15,42.2,3957.0,436.0
model01,0.2,2,22.8,2245.0,159.0
model01,1.1,6,30.5,2818.0,405.0
model01,0.0,4,24.4,2463.0,48.0
model01,1.0,34,91.8,8551.0,766.0
model01,1.2,18,53.4,4793.0,583.0
model01,0.4,31,85.4,7281.0,349.0
model01,1.8,33,81.4,7876.0,992.0
model01,0.2,32,85.3,6921.0,297.0
model01,1.7,3,27.0,2692.0,525.0
model01,1.4,8,31.6,3043.0,520.0
model01,1.4,28,80.0,6450.0,916.0
model01,0.5,35,87.7,8216.0,488.0
model01,1.9,16,53.4,4455.0,779.0
model01,0.8,6,32.0,2976.0,369.0
model01,0.9,24,62.8,5845.0,535.0
model01,0.2,34,85.4,7248.0,300.0
model01,0.5,24,64.1,6000.0,382.0
model01,1.8,32,81.0,7729.0,983.0
model01,0.3,30,73.9,6864.0,322.0
model01,0.9,6,34.0,3071.0,398.0
model01,1.8,5,26.0,2550.0,530.0
model01,1.2,20,53.4,4753.0,574.0
model01,0.4,35,86.5,7906.0,403.0
model01,1.0,10,33.0,3200.0,423.0
model01,1.3,24,62.2,5911.0,700.0
model01,1.3,6,29.6,2808.0,495.0
model01,1.0,30,73.6,6914.0,649.0
model01,0.3,23,64.4,5721.0,305.0
model01,0.2,5,22.7,2238.0,161.0
model01,0.2,13,45.3,4232.0,204.0
model01,1.3,9,29.6,3045.0,497.0
model01,0.7,6,31.7,2816.0,331.0
model01,0.6,14,41.7,3939.0,339.0
model01,0.4,21,62.5,5291.0,339.0
model01,1.9,23,59.0,5650.0,817.0
model01,0.8,28,75.5,7532.0,568.0
model01,0.4,14,43.3,4024.0,282.0
model01,1.5,23,60.2,5443.0,767.0
model01,1.2,7,30.8,2838.0,445.0
model01,1.9,22,59.1,5497.0,816.0
model01,0.2,28,73.2,6401.0,264.0
model01,1.5,33,94.4,7501.0,1090.0
model01,1.1,15,43.2,4085.0,496.0
model01,2.0,33,82.4,7510.0,1049.0
model01,1.4,7,31.6,2933.0,528.0
model01,0.4,26,78.6,6043.0,377.0
model01,1.5,24,60.1,5479.0,767.0
model01,0.0,20,50.9,4845.0,58.0
model01,1.5,7,31.7,2971.0,558.0
model01,1.9,15,40.9,3877.0,672.0
model01,1.2,13,44.4,4008.0,522.0
model01,0.0,31,82.0,6914.0,69.0
model01,0.6,26,70.7,6767.0,458.0
model01,0.2,9,32.0,3096.0,177.0
model01,1.3,10,29.6,3030.0,500.0
model01,0.9,22,62.8,5631.0,532.0
model01,0.7,33,86.1,7363.0,647.0
model01,2.0,15,40.5,3821.0,659.0
model01,0.8,31,88.5,6389.0,663.0
model01,1.4,24,65.1,6135.0,742.0
model01,0.9,5,25.7,2533.0,368.0
model01,0.9,33,85.4,6673.0,797.0
model01,1.0,25,62.4,5840.0,581.0
model01,1.3,7,29.6,2959.0,494.0
model01,1.6,31,78.0,4530.0,743.0
model01,2.0,19,53.1,4967.0,788.0
model01,0.7,12,42.4,3972.0,370.0
model01,1.6,10,32.0,3096.0,584.0
model01,0.7,23,66.0,6119.0,459.0
model01,0.3,29,75.0,6829.0,325.0
model01,1.4,17,50.9,4728.0,647.0
model01,1.4,1,24.9,2470.0,453.0
model01,1.5,5,25.5,2516.0,488.0
model01,1.8,27,73.1,6699.0,933.0
model01,0.3,22,64.5,5891.0,308.0
model01,1.5,8,31.7,3066.0,563.0
model01,1.6,15,41.2,3877.0,637.0
model01,2.0,18,53.1,4979.0,790.0
model01,0.0,2,23.7,2360.0,48.0
model01,0.0,27,73.3,6653.0,65.0
model01,0.4,16,53.3,4418.0,302.0
model01,1.4,9,31.6,3032.0,517.0
model01,0.6,22,65.2,6059.0,418.0
model01,1.9,4,26.5,2609.0,547.0
model01,0.8,18,53.6,5037.0,449.0
model01,1.3,31,81.6,4860.0,874.0
model01,1.1,9,31.0,3020.0,414.0
model01,1.2,19,53.4,4688.0,579.0
model01,1.4,20,51.1,4779.0,646.0
model01,1.9,11,41.1,3467.0,668.0
model01,0.1,15,43.0,4122.0,145.0
model01,0.3,32,86.1,7599.0,356.0
model01,1.5,9,31.7,3068.0,569.0
model01,1.2,4,23.7,2364.0,414.0
model01,0.9,32,85.5,6462.0,807.0
model01,0.7,16,51.9,4349.0,405.0
model01,1.2,17,53.3,4537.0,582.0
model01,0.6,6,32.8,2964.0,306.0
model01,2.0,22,62.0,5765.0,860.0
model01,0.2,35,85.3,7273.0,303.0
model01,1.9,8,31.1,2999.0,588.0
model01,1.2,22,63.7,5501.0,649.0
model01,0.4,2,23.6,2305.0,228.0
model01,0.6,15,41.5,3966.0,342.0
model01,1.8,24,61.3,5751.0,834.0
model01,0.8,23,65.5,6219.0,493.0
model01,1.4,15,41.8,3915.0,590.0
model01,0.0,11,40.7,3607.0,52.0
model01,1.8,35,82.0,7749.0,990.0
model01,0.6,13,41.4,3886.0,342.0
model01,1.5,30,76.1,5664.0,911.0
model01,1.1,20,52.8,4906.0,536.0
model01,1.2,9,30.8,2898.0,449.0
model01,1.7,30,73.2,6699.0,886.0
model01,1.7,19,54.6,5125.0,733.0
model01,1.7,12,40.2,3842.0,611.0
model01,0.2,17,56.7,4975.0,225.0
model01,1.0,13,43.0,4091.0,473.0
model01,1.4,21,64.8,6064.0,741.0
model01,0.2,8,31.9,3102.0,177.0
model01,0.5,2,25.5,2389.0,261.0
model01,1.5,6,31.6,2886.0,558.0
model01,1.0,5,24.9,2458.0,387.0
model01,1.7,14,40.3,3901.0,633.0
model01,0.5,33,87.6,7988.0,488.0
model01,1.4,6,31.6,2992.0,534.0
model01,1.9,19,53.3,4932.0,773.0
model01,1.6,33,76.8,5360.0,773.0
model01,1.9,10,31.3,3009.0,582.0
model01,1.5,34,94.1,7466.0,1087.0
model01,0.4,24,62.8,5820.0,341.0
model01,0.5,14,42.3,3963.0,311.0
model01,1.7,34,84.4,8009.0,981.0
model01,1.0,12,42.8,3969.0,468.0
model01,1.2,29,73.7,6048.0,714.0
model01,0.1,29,74.4,6713.0,184.0
model01,0.6,11,41.2,3717.0,337.0
model01,0.9,28,72.2,6124.0,705.0
model01,0.8,5,23.6,2293.0,326.0
model01,0.8,4,23.6,2290.0,324.0
model01,0.9,2,25.9,2490.0,365.0
model01,2.0,20,53.6,5037.0,790.0
model01,0.1,23,62.1,5963.0,174.0
model01,1.0,16,51.3,4229.0,540.0
model01,0.9,26,72.0,5253.0,694.0
model01,1.6,20,51.2,4971.0,711.0
model01,1.9,21,59.2,4801.0,815.0
model01,1.7,17,54.6,4955.0,731.0
model01,1.6,17,50.9,4739.0,712.0
model01,0.0,13,41.0,3924.0,53.0
model01,1.0,1,24.9,2345.0,389.0
model01,1.5,17,50.6,4713.0,693.0
model01,1.8,25,61.5,5726.0,831.0
model01,2.0,2,24.6,2393.0,544.0
model01,1.2,2,23.7,2343.0,412.0
model01,2.0,26,72.2,6512.0,947.0
model01,1.5,27,76.0,5041.0,907.0
model01,0.3,14,47.6,4425.0,259.0
model01,0.7,14,42.3,4012.0,368.0
model01,1.8,26,73.0,6016.0,929.0
model01,0.6,3,26.6,2555.0,289.0
model01,2.0,3,24.6,2405.0,546.0
model01,1.5,32,95.0,7130.0,1086.0
model01,1.3,12,41.2,3732.0,557.0
model01,1.3,27,73.3,5245.0,828.0
model01,0.5,12,42.3,3981.0,310.0
model01,2.0,9,30.9,2954.0,596.0
model01,0.7,21,66.0,5746.0,454.0
model01,0.9,34,85.2,6892.0,800.0
model01,0.5,15,42.2,4024.0,311.0
model01,1.9,9,31.2,3002.0,582.0
model01,0.6,27,71.1,6506.0,465.0
model01,2.0,27,72.3,6487.0,957.0
model01,1.9,1,26.5,2587.0,542.0
model01,0.4,15,43.3,4100.0,282.0
model01,1.7,5,26.9,2650.0,515.0
